序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅
1,688765,N禾元-U,91.1,213.49,62.04,343229.0,2781753187.0,61.91,91.32,73.33,88.0,29.06,,83.76,-201.42,11.13,32568250000.0,3733166220.0,0.0,1.01,213.49,213.49
2,688783,N奕材-U,25.75,198.72,17.13,1208650.0,3245796569.0,172.74,39.78,24.89,39.78,8.62,,73.42,-139.79,8.26,103973350000.0,4238902840.0,0.08,0.39,198.72,198.72
3,920020,N泰凯英,21.64,188.53,14.14,368789.0,775166098.19,65.07,23.88,19.0,19.05,7.5,,92.6,27.7,4.31,4787850000.0,861813000.0,0.19,0.79,188.53,188.53
4,688759,N必贝特-U,31.01,74.41,13.23,340343.0,1107252840.0,104.67,48.91,30.3,48.9,17.78,,73.25,-97.39,8.18,13955636734.0,1440786031.0,0.42,0.52,74.41,74.41
5,920748,路桥信息,59.77,29.99,13.79,76722.0,414577345.02,32.12,59.77,45.0,45.5,45.98,1.93,12.31,-92.77,17.86,4586749800.0,3726514558.0,0.0,0.0,-3.11,207.78
6,300128,锦富技术,8.68,20.06,1.45,3590922.0,2873481570.01,21.72,8.68,7.11,7.38,7.23,3.16,27.67,-51.3,17.05,11276321776.0,11264183881.0,0.0,0.0,59.85,68.54
7,300358,楚天科技,11.32,20.04,1.89,842837.0,924311364.28,16.01,11.32,9.81,9.81,9.43,4.04,14.63,59.34,1.54,6682255124.0,6523341761.0,0.0,0.0,31.78,65.01
8,300589,江龙船艇,15.07,19.98,2.51,852343.0,1241793389.74,20.7,15.07,12.47,12.49,12.56,12.25,36.8,-115.82,7.24,5691456700.0,3490316194.0,0.0,0.0,1.96,21.14
9,300300,海峡创新,9.19,19.97,1.53,1356012.0,1197742321.74,13.19,9.19,8.18,8.51,7.66,0.98,20.34,-266.63,43.2,6128324500.0,6127934384.0,0.0,0.0,81.62,219.1
10,300163,先锋新材,4.99,19.95,0.83,2056347.0,952807950.94,21.15,4.99,4.11,4.17,4.16,4.37,45.31,18.29,4.03,2365260000.0,2264411885.0,0.0,0.0,47.2,113.25
11,301357,北方长龙,168.3,16.46,23.79,139102.0,2201863609.25,19.14,172.66,145.0,146.2,144.51,1.93,58.45,1064.51,14.08,16022160000.0,4005540000.0,0.02,0.78,106.38,406.32
12,688146,中船特气,45.0,15.71,6.11,114919.0,470097088.0,18.44,45.38,38.21,38.7,38.89,2.48,7.93,72.78,4.2,23823529425.0,6523687890.0,0.9,3.07,48.37,55.87
13,300206,理邦仪器,13.97,15.45,1.87,521625.0,717765257.38,11.82,14.33,12.9,12.9,12.1,10.29,15.42,23.67,3.78,8097896944.0,4727162523.0,-0.07,-0.07,6.72,27.35
14,301205,联特科技,112.6,15.12,14.79,197912.0,2167137148.17,14.76,114.44,100.0,102.01,97.81,3.07,29.12,133.95,9.21,14609174400.0,7652102328.0,0.0,0.37,23.85,49.16
15,300619,金银河,44.92,11.74,4.72,311779.0,1409388607.37,15.35,47.68,41.51,41.51,40.2,2.81,21.43,496.05,4.95,7816064637.0,6534244991.0,-0.18,-0.18,61.06,142.81
16,920706,铁拓机械,28.37,11.69,2.97,146505.0,403592857.11,19.88,29.9,24.85,25.16,25.4,1.28,34.6,35.88,4.54,2621536801.0,1201380702.0,-0.04,0.92,-12.14,134.85
17,688720,艾森股份,58.21,11.32,5.92,142263.0,793787291.0,15.59,60.17,52.02,52.02,52.29,3.52,25.73,111.6,5.08,5130241372.0,3218003406.0,0.66,0.73,30.6,47.14
18,920445,龙竹科技,14.74,11.25,1.49,286108.0,428370003.85,20.3,16.3,13.61,13.7,13.25,4.19,27.18,71.75,6.86,2165748569.0,1551573539.0,-0.07,0.96,42.55,101.37
19,920223,荣亿精密,19.35,11.14,1.94,105990.0,195747477.38,12.29,19.5,17.36,17.56,17.41,2.62,12.99,-217.83,12.12,3043464750.0,1578645563.0,0.16,-0.72,74.32,101.56
20,300767,震安科技,24.7,10.66,2.38,372729.0,909451859.44,16.31,25.96,22.32,22.56,22.32,3.28,15.54,-229.44,4.22,6824388392.0,5925332326.0,0.0,0.08,82.56,173.84
21,300461,田中精机,21.39,10.66,2.06,147845.0,307981588.6,15.73,22.2,19.16,19.36,19.33,4.06,12.97,533.68,6.32,3359442642.0,2438647483.0,-0.05,0.38,2.74,14.63
22,300875,捷强装备,50.32,10.64,4.84,151323.0,732612664.29,16.47,51.84,44.35,45.2,45.48,2.32,17.24,-162.47,5.32,5023684670.0,4417676784.0,-0.02,0.08,18.26,78.69
23,301005,超捷股份,53.65,10.57,5.13,190493.0,1012722282.21,17.13,56.51,48.2,48.53,48.52,1.85,14.39,190.04,9.37,7203438016.0,7101746319.0,-0.09,0.6,27.46,83.73
24,301016,雷尔伟,22.2,10.39,2.09,118766.0,259028025.73,16.71,23.26,19.9,20.14,20.11,3.27,5.73,81.29,4.85,4848480000.0,4598733508.0,0.05,0.91,26.78,52.68
25,002217,合力泰,3.36,10.16,0.31,3659093.0,1207327292.09,11.15,3.36,3.02,3.03,3.05,3.19,6.44,1058.27,13.43,25130780398.0,19085933634.0,0.0,0.0,34.4,40.59
26,600556,天下秀,6.11,10.09,0.56,1902416.0,1141739571.0,10.63,6.11,5.52,5.55,5.55,1.76,10.52,151.81,2.87,11045338093.0,11045338093.0,0.0,0.0,18.64,17.73
27,600516,方大炭素,5.68,10.08,0.52,1533140.0,850737721.0,8.72,5.68,5.23,5.23,5.16,3.41,3.81,209.67,1.41,22867511690.0,22867511690.0,0.0,0.0,15.92,18.09
28,600802,福建水泥,7.1,10.08,0.65,400065.0,278897467.0,8.22,7.1,6.57,6.64,6.45,2.47,8.73,-322.51,2.94,3253563640.0,3253563640.0,0.0,0.0,33.21,87.34
29,000599,青岛双星,7.66,10.06,0.7,534631.0,405938719.25,5.03,7.66,7.31,7.6,6.96,1.09,6.55,-18.0,4.76,6256373840.0,6256267558.0,0.0,0.0,50.2,72.52
30,600078,澄星股份,9.63,10.06,0.88,515863.0,478538913.0,8.69,9.63,8.87,8.91,8.75,0.63,7.79,175.09,3.66,6517707851.0,6380576651.0,0.0,0.0,49.77,66.03
31,002593,日上集团,5.91,10.06,0.54,1067032.0,622945120.6,7.82,5.91,5.49,5.49,5.37,5.5,19.09,45.59,1.96,4750800951.0,3302798287.0,0.0,0.0,17.73,17.73
32,000421,南京公用,7.33,10.06,0.67,326206.0,236959185.97,3.9,7.33,7.07,7.11,6.66,1.28,5.68,27.25,1.5,4210467330.0,4209591857.0,0.0,0.0,6.23,14.17
33,603088,宁波精达,11.39,10.05,1.04,263791.0,288898378.0,11.98,11.39,10.15,10.31,10.35,1.5,6.02,56.56,5.23,5722198933.0,4987360258.0,0.0,0.0,28.27,30.02
34,000011,深物业A,11.06,10.05,1.01,365786.0,385903495.22,11.24,11.06,9.93,10.12,10.05,1.48,6.95,228.43,1.95,6591528758.0,5822819506.0,0.0,0.0,25.97,26.54
35,603162,海通发展,11.95,10.04,1.09,549398.0,631317390.0,11.23,11.95,10.73,10.79,10.86,1.32,19.72,32.88,2.56,11072058930.0,3329388735.0,0.0,0.0,36.88,31.32
36,000753,漳州发展,8.88,10.04,0.81,1724779.0,1500761537.26,8.67,8.88,8.18,8.25,8.07,4.49,17.4,126.83,3.21,8804351910.0,8804351910.0,0.0,0.0,56.06,106.99
37,688312,燕麦科技,33.1,10.04,3.02,123737.0,410395113.0,7.61,34.5,32.21,32.37,30.08,4.67,8.49,37.52,3.26,4825027250.0,4825027250.0,-0.06,0.21,18.81,9.2
38,601326,秦港股份,3.95,10.03,0.36,1383252.0,535149143.0,9.47,3.95,3.61,3.61,3.59,1.61,2.91,11.9,1.09,22070277400.0,18792358050.0,0.0,0.0,19.7,20.8
39,605208,永茂泰,15.69,10.03,1.43,204596.0,318126850.0,4.28,15.69,15.08,15.2,14.26,3.34,6.2,77.38,2.38,5176758600.0,5176758600.0,0.0,0.0,20.14,104.56
40,002474,榕基软件,8.56,10.03,0.78,851477.0,717067382.46,12.85,8.56,7.56,7.68,7.78,0.86,16.04,-122.71,3.9,5326032000.0,4543356489.0,0.0,0.0,21.42,42.9
41,603122,合富中国,7.35,10.03,0.67,367162.0,262190110.0,11.53,7.35,6.58,6.65,6.68,6.13,9.22,-199.35,2.63,2925686853.0,2925686853.0,0.0,0.0,1.66,6.83
42,000657,中钨高新,22.51,10.02,2.05,1463666.0,3232330065.61,5.91,22.51,21.3,21.48,20.46,1.61,10.13,45.48,5.19,51291385044.0,32512976220.0,0.0,0.0,24.99,148.73
43,000592,平潭发展,5.49,10.02,0.5,80860.0,44391958.83,0.0,5.49,5.49,5.49,4.99,0.03,0.42,351.51,5.58,10605477097.0,10513857545.0,0.0,0.0,81.19,91.29
44,002629,仁智股份,9.56,10.01,0.87,355034.0,329138386.94,8.52,9.56,8.82,8.86,8.69,1.11,8.39,-171.91,90.58,4073496880.0,4046693030.0,0.0,0.0,19.35,124.94
45,603280,南方路机,42.65,10.01,3.88,93877.0,383388613.0,11.01,42.65,38.38,39.0,38.77,1.04,33.6,45.04,3.4,4623544348.0,1191712098.0,0.0,0.0,3.47,106.84
46,002213,大为股份,28.14,10.01,2.56,857526.0,2393035940.64,4.93,28.14,26.88,26.94,25.58,2.8,41.49,-665.84,11.94,6681643769.0,5816350700.0,0.0,0.0,63.51,107.68
47,003033,征和工业,86.53,10.01,7.87,51890.0,431847577.38,9.99,86.53,78.67,78.74,78.66,2.2,6.43,39.74,5.4,7073827500.0,6986766812.0,0.0,0.0,90.34,228.39
48,603256,宏和科技,38.48,10.01,3.5,271482.0,1013563470.0,12.55,38.48,34.09,34.29,34.98,1.5,3.09,193.72,22.01,33851914200.0,33851914200.0,0.0,0.0,64.94,360.84
49,603688,石英股份,42.44,10.01,3.86,277101.0,1159550669.0,5.55,42.44,40.3,40.35,38.58,3.02,5.12,127.57,3.96,22988826585.0,22988826585.0,0.0,0.0,21.08,48.7
50,002407,多氟多,23.95,10.01,2.18,2217373.0,5179793916.13,10.52,23.95,21.66,21.82,21.77,1.38,20.52,273.95,3.45,28510860028.0,25879192283.0,0.0,0.0,84.66,102.79
51,600601,方正科技,13.19,10.01,1.2,5176624.0,6511091224.0,12.01,13.19,11.75,11.82,11.99,1.49,12.41,133.54,12.66,56370668680.0,55006168456.0,0.0,0.0,118.02,200.46
52,603301,振德医疗,80.95,10.0,7.36,159859.0,1280483386.0,7.5,80.95,75.43,75.43,73.59,0.71,6.0,84.41,3.83,21569224802.0,21569224802.0,0.0,0.0,267.45,279.33
53,002181,粤 传 媒,10.01,10.0,0.91,1111330.0,1064377601.78,11.1,10.01,9.0,9.11,9.1,1.3,9.8,55.61,2.79,11622192322.0,11356547012.0,0.0,0.0,48.08,80.69
54,603186,华正新材,51.24,10.0,4.66,143480.0,702191931.0,11.42,51.24,45.92,46.28,46.58,1.28,10.1,87.18,4.96,7277269229.0,7277269229.0,0.0,0.0,52.77,112.7
55,603228,景旺电子,77.19,10.0,7.02,622916.0,4662928721.0,8.21,77.19,71.43,71.57,70.17,1.69,6.38,58.51,6.19,76015487535.0,75316019543.0,0.0,0.0,22.17,185.47
56,603232,格尔软件,22.21,10.0,2.02,832300.0,1781198374.0,13.37,22.21,19.51,19.51,20.19,2.51,35.98,-35.77,3.89,5200471389.0,5137172889.0,0.0,0.0,31.97,73.11
57,600506,统一股份,24.64,10.0,2.24,366680.0,865872871.0,11.83,24.64,21.99,22.0,22.4,1.88,24.82,72.12,9.86,4731346534.0,3639497351.0,0.0,0.0,25.71,19.61
58,603171,税友股份,49.82,10.0,4.53,73152.0,354601448.0,9.98,49.82,45.3,45.3,45.29,1.61,1.8,142.54,8.15,20244107900.0,20221439800.0,0.0,0.0,3.55,64.42
59,600897,厦门空港,17.6,10.0,1.6,132724.0,229216828.0,10.63,17.6,15.9,16.0,16.0,1.51,3.18,14.5,1.6,7338038400.0,7338038400.0,0.0,0.0,17.49,18.04
60,000620,盈新发展,3.19,10.0,0.29,533165.0,170079532.92,0.0,3.19,3.19,3.19,2.9,0.71,1.14,-58.06,3.9,18731089978.0,14902878720.0,0.0,0.0,92.17,45.66
61,605178,时空科技,52.46,10.0,4.77,3429.0,17987485.0,0.0,52.46,52.46,52.46,47.69,0.11,0.35,-39.21,4.1,5197736800.0,5197736800.0,0.0,0.0,89.8,265.07
62,601606,长城军工,54.98,10.0,5.0,1120952.0,5939449897.0,11.9,54.98,49.03,49.98,49.98,2.01,15.48,-1680.84,17.99,39818077432.0,39818077432.0,0.0,0.0,86.18,367.52
63,000969,安泰科技,22.98,10.0,2.09,1004041.0,2291533904.72,3.26,22.98,22.3,22.58,20.89,0.41,9.72,64.48,4.34,24145501869.0,23742785573.0,0.0,0.0,64.73,109.86
64,000905,厦门港务,11.44,10.0,1.04,393855.0,440914222.24,8.46,11.44,10.56,10.62,10.4,0.42,5.31,32.5,1.67,8486301790.0,8486284630.0,0.0,0.0,38.83,62.27
65,600302,标准股份,8.15,9.99,0.74,53249.0,43397935.0,0.0,8.15,8.15,8.15,7.41,0.44,1.54,-165.46,4.48,2819979903.0,2819979903.0,0.0,0.0,27.15,69.44
66,001288,运机集团,29.61,9.99,2.69,100019.0,289775002.09,10.62,29.61,26.75,26.9,26.92,2.99,6.59,48.63,3.17,6956035475.0,4493266512.0,0.0,0.0,47.53,36.83
67,002677,浙江美大,7.93,9.99,0.72,271331.0,211898971.44,10.26,7.93,7.19,7.19,7.21,3.58,5.07,214.73,3.47,5123189561.0,4241524802.0,0.0,0.0,11.85,12.64
68,603556,海兴电力,31.92,9.99,2.9,93887.0,299508288.0,1.14,31.92,31.59,31.77,29.02,1.82,1.93,15.9,2.1,15521552306.0,15521552306.0,0.0,0.0,14.74,-12.07
69,601208,东材科技,20.28,9.98,1.84,1078718.0,2121073913.0,11.23,20.28,18.21,18.35,18.44,2.02,10.6,54.73,3.43,20647429674.0,20647429674.0,0.0,0.0,15.89,172.58
70,002196,方正电机,9.92,9.98,0.9,349338.0,345461197.84,2.55,9.92,9.69,9.92,9.02,1.76,7.15,268.17,3.48,4919049546.0,4843791237.0,0.0,0.0,11.34,85.07
71,002790,瑞尔特,9.04,9.98,0.82,146607.0,129351377.12,10.71,9.04,8.16,8.22,8.22,2.27,5.62,46.01,1.79,3777565592.0,2356705400.0,0.0,0.0,18.64,27.32
72,002512,达华智能,5.4,9.98,0.49,2028693.0,1075166906.38,5.91,5.4,5.11,5.3,4.91,2.72,18.54,-43.94,15.47,6007481813.0,5910039623.0,0.0,0.0,9.31,13.92
73,603378,亚士创能,8.27,9.97,0.75,523583.0,422802851.0,9.57,8.27,7.55,7.77,7.52,3.95,12.22,-9.25,3.17,3544494229.0,3544494229.0,0.0,0.0,33.39,28.82
74,000547,航天发展,8.84,9.95,0.8,1610160.0,1398880184.36,10.82,8.84,7.97,7.99,8.04,4.84,10.14,-21.68,3.01,14130459498.0,14041020153.0,0.0,0.0,6.76,20.93
75,600658,电子城,6.31,9.93,0.57,667297.0,409479908.0,10.8,6.31,5.69,5.8,5.74,1.52,5.97,-23.56,1.25,7058271634.0,7058271634.0,0.0,0.0,32.56,44.06
76,600815,厦工股份,3.44,9.9,0.31,950435.0,315974219.0,10.86,3.44,3.1,3.11,3.13,0.61,5.36,907.25,4.0,6102885011.0,6102885011.0,0.0,0.0,16.61,29.81
77,600408,安泰集团,3.23,9.86,0.29,2290798.0,687420935.0,14.29,3.23,2.81,2.85,2.94,1.02,22.75,-17.47,2.29,3251964000.0,3251964000.0,0.0,0.0,40.43,57.56
78,300600,国瑞科技,16.6,9.57,1.45,325635.0,534277339.95,16.63,17.55,15.03,15.16,15.15,3.45,11.07,-96.45,4.0,4884292368.0,4884292368.0,0.0,0.48,12.01,118.13
79,688698,伟创电气,88.75,9.47,7.68,100419.0,850424395.0,11.19,89.75,80.68,81.52,81.07,1.3,4.7,63.35,8.2,18974286193.0,18974286193.0,-0.15,-0.5,61.13,103.65
80,300150,世纪瑞尔,6.0,8.89,0.49,952186.0,567392107.12,19.24,6.46,5.4,5.53,5.51,2.51,20.69,63.23,2.23,3510636318.0,2761339392.0,0.17,0.17,13.42,36.99
81,300171,东富龙,16.18,8.88,1.32,476354.0,761960795.95,9.83,16.66,15.2,15.2,14.86,6.06,8.47,70.63,1.58,12391097687.0,9103796004.0,0.06,0.5,15.24,22.85
82,300235,方直科技,15.71,8.72,1.26,516256.0,795053089.57,17.72,16.66,14.1,14.35,14.45,1.41,25.41,421.28,5.67,3954939636.0,3191239712.0,0.19,1.62,27.41,46.28
83,605068,明新旭腾,28.27,8.69,2.26,71783.0,199437556.0,10.73,28.61,25.82,26.01,26.01,2.1,4.43,-78.01,3.04,4585351454.0,4585351454.0,0.0,-0.04,54.23,110.19
84,300644,南京聚隆,36.36,8.6,2.88,156100.0,569850822.98,9.47,37.69,34.52,35.52,33.48,5.35,17.62,29.92,4.0,4022993951.0,3220758910.0,0.0,0.03,7.13,68.26
85,688183,生益电子,105.1,8.54,8.27,487344.0,5001003414.0,12.7,109.3,97.0,97.0,96.83,2.1,5.86,58.82,19.32,87424405493.0,87424405493.0,-0.09,-0.01,101.8,171.44
86,002050,三花智控,52.61,8.21,3.99,3543886.0,18084854309.38,9.77,53.48,48.73,49.0,48.62,1.48,9.62,52.47,7.62,221431593440.0,193832261071.0,0.0,0.02,92.43,126.18
87,000962,东方钽业,34.5,8.15,2.6,606427.0,2096468780.64,7.87,35.09,32.58,32.8,31.9,1.75,12.09,62.72,6.33,17417817246.0,17307420938.0,-1.48,-1.68,90.08,153.3
88,688093,世华科技,43.15,7.98,3.19,98910.0,423061470.0,13.39,44.71,39.36,39.36,39.96,3.81,3.77,31.33,4.48,12098517432.0,11332541113.0,-0.25,-0.02,35.22,115.43
89,301070,开勒股份,66.72,7.96,4.92,106575.0,689298111.15,8.48,67.0,61.76,61.8,61.8,2.04,17.96,208.77,7.65,6020134925.0,3960152256.0,0.17,0.03,45.04,67.98
90,601865,福莱特,18.04,7.96,1.33,868767.0,1565427054.0,6.82,18.38,17.24,17.3,16.71,5.83,4.57,49.72,1.95,42265558122.0,34294493922.0,-0.06,0.11,5.44,-8.38
91,000701,厦门信达,6.69,7.73,0.48,1248899.0,818662758.94,11.59,6.83,6.11,6.16,6.21,3.89,18.71,510.86,-8.93,4521149539.0,4466267790.0,0.15,0.15,-9.23,46.39
92,300774,倍杰特,15.79,7.71,1.13,255448.0,388131564.55,9.14,16.0,14.66,15.17,14.66,1.26,13.11,45.71,4.28,6454378191.0,3077162321.0,-0.06,-0.63,72.19,84.03
93,002759,天际股份,24.5,7.64,1.74,1550667.0,3712901258.36,12.39,25.04,22.22,22.54,22.76,1.78,30.96,-90.79,3.97,12283873823.0,12273081279.0,0.0,0.57,154.68,179.36
94,300801,泰和科技,30.42,7.61,2.15,228853.0,663325865.0,14.36,31.48,27.42,27.89,28.27,1.61,16.77,56.14,2.65,6644640600.0,4152060023.0,-0.1,0.1,31.18,92.9
95,300586,美联新材,10.88,7.51,0.76,383785.0,412304627.84,13.54,11.4,10.03,10.08,10.12,2.58,7.18,-155.99,4.13,7738037098.0,5816409572.0,0.0,0.18,-8.42,33.66
96,688336,三生国健,59.62,7.48,4.15,98948.0,580839750.0,12.67,61.85,54.82,55.5,55.47,1.22,1.6,69.15,6.23,36772768979.0,36772768979.0,-0.07,0.07,8.68,179.51
97,920145,恒合股份,28.25,7.37,1.94,26855.0,74373459.38,8.02,28.35,26.24,26.55,26.31,3.21,5.52,-179.47,7.63,1993037500.0,1375061688.0,0.04,0.07,24.78,211.47
98,300153,科泰电源,36.8,7.35,2.52,480124.0,1761484170.88,13.19,38.28,33.76,34.26,34.28,4.2,15.08,231.36,12.96,11776000000.0,11714548342.0,0.0,-0.14,12.23,132.47
99,688205,德科立,114.1,7.34,7.8,145261.0,1646912778.0,11.92,116.97,104.3,104.3,106.3,1.47,9.18,321.43,7.98,18060356039.0,18060356039.0,-0.04,0.1,105.03,63.77
100,002367,康力电梯,7.32,7.33,0.5,586701.0,429867716.08,5.28,7.45,7.09,7.09,6.82,8.51,7.38,13.64,1.61,5839496738.0,5816349251.0,-0.14,-0.41,-1.21,11.42
101,603759,海天股份,10.39,7.33,0.71,239741.0,240235506.0,9.09,10.52,9.64,9.69,9.68,2.02,5.19,39.07,1.71,4797686400.0,4797686400.0,0.1,0.78,19.43,16.35
102,603815,交建股份,13.8,7.31,0.94,217798.0,291837395.0,7.47,13.85,12.89,12.99,12.86,2.33,3.52,46.75,3.53,8541154443.0,8541154443.0,0.0,0.15,67.68,147.76
103,300125,*ST聆达,10.32,7.28,0.7,158683.0,159457436.71,9.04,10.49,9.62,9.72,9.62,1.61,5.98,-16.19,-4.15,2761631948.0,2739221171.0,0.1,-0.39,47.22,56.84
104,002545,东方铁塔,16.87,7.25,1.14,599175.0,1011803113.1,5.28,17.16,16.33,16.63,15.73,2.37,5.3,21.27,2.29,20987327340.0,19065861754.0,0.66,0.0,70.06,150.67
105,688193,仁度生物,53.08,7.17,3.55,12124.0,63579396.0,9.47,53.88,49.19,49.59,49.53,2.36,3.03,521.82,2.33,2126908700.0,2126908700.0,-0.11,-0.15,-5.97,48.89
106,600203,福日电子,14.74,7.12,0.98,1350420.0,1964740209.0,9.01,15.08,13.84,13.96,13.76,5.01,22.77,75.04,5.04,8740644329.0,8740644329.0,0.0,-0.14,34.73,64.88
107,301198,喜悦智行,13.15,7.08,0.87,189977.0,247129117.78,13.6,13.8,12.13,12.35,12.28,4.97,12.21,-357.94,2.43,2222350000.0,2045539834.0,-0.38,1.0,8.86,20.42
108,600105,永鼎股份,16.08,7.06,1.06,3065511.0,4942476715.0,9.92,16.52,15.03,15.18,15.02,1.82,20.97,53.58,7.12,23508876416.0,23508876416.0,0.0,0.06,70.34,229.51
109,603353,和顺石油,18.84,6.92,1.22,84308.0,154427675.0,7.83,18.94,17.56,17.6,17.62,1.66,4.95,115.27,1.97,3238709040.0,3210675120.0,-0.05,-0.42,13.63,18.86
110,300692,中环环保,8.97,6.91,0.58,444337.0,393233020.53,10.01,9.21,8.37,8.48,8.39,2.0,11.77,33.94,1.57,3828173885.0,3387082432.0,-0.22,-0.22,36.95,59.33
111,603067,振华股份,19.82,6.9,1.28,643894.0,1288397397.0,8.74,20.39,18.77,18.77,18.54,2.65,9.06,25.8,4.06,14087268690.0,14087268690.0,0.0,-0.1,42.18,122.45
112,300008,天海防务,6.98,6.89,0.45,2943611.0,2050821464.99,9.04,7.29,6.7,6.74,6.53,5.4,17.87,39.06,5.16,12061643348.0,11498084696.0,0.0,-0.14,-0.85,49.15
113,301189,奥尼电子,37.83,6.89,2.44,51082.0,189332864.1,8.34,37.96,35.01,35.5,35.39,2.33,4.57,-36.68,2.1,4403278271.0,4227800336.0,-0.26,-0.18,35.06,57.3
114,002080,中材科技,34.54,6.87,2.22,744640.0,2524192398.37,9.16,34.96,32.0,32.15,32.32,1.41,4.44,29.38,2.95,57962388591.0,57962388591.0,0.03,0.0,16.26,168.58
115,002674,兴业科技,15.08,6.87,0.97,140010.0,207446585.32,9.85,15.35,13.96,14.1,14.11,3.23,4.79,84.29,1.86,4456908236.0,4411859872.0,0.0,0.13,43.76,61.46
116,688195,腾景科技,127.0,6.85,8.14,122352.0,1528063306.0,10.94,129.0,116.0,118.0,118.86,0.79,9.46,193.11,17.01,16427450000.0,16427450000.0,0.18,0.62,182.6,216.63
117,002171,楚江新材,13.72,6.77,0.87,4301639.0,5877231093.55,10.43,14.14,12.8,12.98,12.85,1.59,26.66,47.02,2.57,22266707604.0,22140532968.0,0.07,-0.36,48.0,67.32
118,301662,宏工科技,133.68,6.76,8.46,33885.0,442255912.66,9.14,135.0,123.55,124.98,125.22,1.87,20.38,272.67,7.41,10694400000.0,2222807245.0,0.0,0.3,18.64,422.19
119,300357,我武生物,35.3,6.71,2.22,221806.0,769110957.37,8.89,35.84,32.9,32.98,33.08,1.63,4.58,40.19,7.01,18482515200.0,17087466437.0,-0.03,0.0,34.73,75.62
120,300771,智莱科技,13.91,6.59,0.86,362278.0,509566404.67,8.05,14.68,13.63,13.63,13.05,7.18,19.99,36.63,1.69,3338400000.0,2520480010.0,0.0,-0.14,6.92,34.14
121,301556,托普云农,100.58,6.59,6.22,32956.0,327070069.6,7.05,101.85,95.2,95.7,94.36,3.38,11.18,70.47,8.68,8577462400.0,2965098400.0,-0.02,0.0,-16.0,17.19
122,002772,众兴菌业,12.8,6.58,0.79,618679.0,782132240.85,8.33,13.15,12.15,12.2,12.01,2.52,15.86,18.47,1.48,5033489395.0,4993733798.0,0.39,0.63,54.4,80.79
123,002265,建设工业,30.9,6.55,1.9,390637.0,1188424415.15,11.21,31.9,28.65,29.2,29.0,3.12,9.69,799.86,8.74,31920948576.0,12455698073.0,0.03,-0.03,-25.54,32.79
124,002595,豪迈科技,68.04,6.53,4.17,155789.0,1051605379.08,6.11,68.88,64.98,65.0,63.87,2.88,1.96,22.83,4.78,54432000000.0,54062159122.0,0.06,0.19,18.54,36.65
125,002796,世嘉科技,19.45,6.52,1.19,220650.0,424087204.24,10.79,19.97,18.0,18.11,18.26,1.58,9.78,-72.18,5.73,4909704139.0,4389407594.0,0.0,0.0,53.51,73.35
126,603817,海峡环保,7.71,6.49,0.47,952865.0,739263705.0,10.5,7.96,7.2,7.24,7.24,3.24,16.71,17.7,1.41,4395347941.0,4395347941.0,-0.13,0.26,27.02,38.92
127,002758,浙农股份,9.74,6.45,0.59,494556.0,483973483.73,6.78,10.04,9.42,9.63,9.15,6.27,9.54,17.48,1.06,5078429172.0,5048354487.0,0.0,0.0,4.06,15.13
128,600967,内蒙一机,19.8,6.45,1.2,959128.0,1859703930.0,7.26,20.0,18.65,19.03,18.6,2.85,5.64,65.44,2.84,33695534407.0,33695534407.0,0.0,0.3,-6.34,134.88
129,300555,ST路通,11.56,6.45,0.7,106951.0,121422237.0,7.83,11.73,10.88,10.88,10.86,1.95,5.4,-47.81,4.87,2312000000.0,2288705016.0,-0.17,-0.52,19.54,33.03
130,603699,纽威股份,52.1,6.44,3.15,169923.0,876292464.0,4.29,52.59,50.49,50.55,48.95,3.02,2.25,27.21,9.67,40404911217.0,39319343425.0,-0.02,-0.06,81.34,154.77
131,600121,郑州煤电,5.99,6.39,0.36,2961901.0,1712944374.0,10.3,6.08,5.5,5.5,5.63,1.52,24.31,-16.29,4.35,7298288108.0,7298288108.0,0.0,0.5,40.61,38.34
132,688111,金山办公,337.21,6.38,20.21,247702.0,8435371710.0,8.96,359.39,331.0,331.0,317.0,3.98,5.35,99.4,12.88,156188689393.0,156188689393.0,0.03,0.33,11.83,18.12
133,603025,大豪科技,20.56,6.36,1.23,614087.0,1233478149.0,11.95,21.26,18.95,19.33,19.33,2.87,5.54,28.66,8.81,22958422133.0,22804633333.0,0.05,0.1,47.17,37.99
134,920553,凯腾精工,12.55,6.36,0.75,100433.0,122082512.68,8.31,12.64,11.66,11.76,11.8,1.65,10.93,51.3,5.15,1803315273.0,1152908486.0,0.08,0.24,22.92,82.68
135,301246,宏源药业,17.98,6.33,1.07,351689.0,626466109.6,13.31,18.93,16.68,16.93,16.91,2.14,21.97,-4903.01,1.66,7192122264.0,2877568645.0,0.11,-0.5,15.26,33.19
136,300825,阿尔特,11.59,6.33,0.69,352337.0,403116975.83,9.36,11.77,10.75,10.8,10.9,3.94,7.27,-28.7,2.74,5772289175.0,5614314218.0,0.09,-0.09,-1.02,2.57
137,920132,泰鹏智能,22.01,6.23,1.29,20046.0,43281842.51,9.85,22.7,20.66,20.8,20.72,3.38,7.13,76.36,7.04,1822956240.0,618992182.0,-0.18,-0.23,-15.7,81.75
