日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260719,物流,7.0,观察,000520,凤凰航运,物流|快递|航运|港口
20260719,物流,7.0,观察,001872,招商港口,物流|快递|航运|港口
20260719,物流,7.0,观察,002468,申通快递,物流|快递|航运|港口
20260719,物流,7.0,观察,300013,新宁物流,物流|快递|航运|港口
20260719,物流,7.0,观察,600125,铁龙物流,物流|快递|航运|港口
20260719,物流,7.0,观察,600603,广汇物流,物流|快递|航运|港口
20260719,物流,7.0,观察,601083,锦江航运,物流|快递|航运|港口
20260719,物流,7.0,观察,601156,东航物流,物流|快递|航运|港口
20260719,物流,7.0,观察,603117,万林物流,物流|快递|航运|港口
20260719,物流,7.0,观察,603128,华贸物流,物流|快递|航运|港口
20260719,物流,7.0,观察,603565,中谷物流,物流|快递|航运|港口
20260719,物流,7.0,观察,603569,长久物流,物流|快递|航运|港口
20260719,物流,7.0,观察,603967,中创物流,物流|快递|航运|港口
20260719,石油石化,5.0,观察,000554,泰山石油,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,000703,恒逸石化,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,000852,石化机械,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,002267,陕天然气,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,002493,荣盛石化,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,300164,通源石油,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,600028,中国石化,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,600346,恒力石化,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,600688,上海石化,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,600871,石化油服,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,601857,中国石油,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,603353,和顺石油,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,603393,新天然气,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,603619,中曼石油,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,603689,皖天然气,石油|石化|天然气|油气
20260719,石油石化,5.0,观察,688669,聚石化学,石油|石化|天然气|油气
20260719,机器人,4.0,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20260719,消费,4.0,观察,000921,海信家电,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20260719,消费,4.0,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20260719,教育,3.0,观察,000526,学大教育,教育|职业教育|培训|教育信息化
20260719,教育,3.0,观察,002607,中公教育,教育|职业教育|培训|教育信息化
20260719,教育,3.0,观察,002659,凯文教育,教育|职业教育|培训|教育信息化
20260719,教育,3.0,观察,003032,传智教育,教育|职业教育|培训|教育信息化
20260719,教育,3.0,观察,300192,科德教育,教育|职业教育|培训|教育信息化
20260719,教育,3.0,观察,300359,全通教育,教育|职业教育|培训|教育信息化
