日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260721,农业,5.8,观察,000816,智慧农业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,000860,顺鑫农业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,001313,粤海饲料,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,002041,登海种业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,002321,华英农业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,300189,神农种业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,600313,农发种业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,600354,敦煌种业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,601288,农业银行,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,920087,秋乐种业,农业|种业|养殖|猪肉
20260721,农业,5.8,观察,920403,康农种业,农业|种业|养殖|猪肉
20260721,消费,3.0,观察,000921,海信家电,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20260721,消费,3.0,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20260721,一带一路,3.0,观察,002640,跨境通,一带一路|出海|外贸|跨境
20260721,金融,2.0,观察,000001,平安银行,券商|银行|保险|基金
20260721,金融,2.0,观察,001227,兰州银行,券商|银行|保险|基金
20260721,金融,2.0,观察,001236,弘业期货,券商|银行|保险|基金
20260721,金融,2.0,观察,002142,宁波银行,券商|银行|保险|基金
20260721,金融,2.0,观察,002807,江阴银行,券商|银行|保险|基金
20260721,金融,2.0,观察,002936,郑州银行,券商|银行|保险|基金
20260721,金融,2.0,观察,002948,青岛银行,券商|银行|保险|基金
20260721,金融,2.0,观察,002961,瑞达期货,券商|银行|保险|基金
20260721,金融,2.0,观察,002966,苏州银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600000,浦发银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600015,华夏银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600016,民生银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600036,招商银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600318,新力金融,券商|银行|保险|基金
20260721,金融,2.0,观察,600816,建元信托,券商|银行|保险|基金
20260721,金融,2.0,观察,600908,无锡银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600919,江苏银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600926,杭州银行,券商|银行|保险|基金
20260721,金融,2.0,观察,600928,西安银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601009,南京银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601128,常熟银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601166,兴业银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601169,北京银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601187,厦门银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601229,上海银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601288,农业银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601328,交通银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601336,新华保险,券商|银行|保险|基金
20260721,金融,2.0,观察,601398,工商银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601528,瑞丰银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601577,长沙银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601658,邮储银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601665,齐鲁银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601818,光大银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601838,成都银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601860,紫金银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601916,浙商银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601939,建设银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601963,重庆银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601988,中国银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601997,贵阳银行,券商|银行|保险|基金
20260721,金融,2.0,观察,601998,中信银行,券商|银行|保险|基金
20260721,金融,2.0,观察,603093,南华期货,券商|银行|保险|基金
20260721,金融,2.0,观察,603323,苏农银行,券商|银行|保险|基金
20260721,核电,2.0,观察,002366,融发核电,核电|核电机组|核能
20260721,核电,2.0,观察,601985,中国核电,核电|核电机组|核能
