板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
教育,1.0,1,0,6,4,教育,【树立和践行正确政绩观】为民造福 真抓实干 推动学习教育见行见效,树立和践行正确政绩观学习教育开展以来，江西省吉安市、青海省西宁市深入一体推进学查改，着力解决群众急难愁盼，不断增强树立和践行正确政绩观的思想自觉和行动自觉。
物流,1.0,1,0,1,5,物流,我国国家物流枢纽发展取得明显成效,中国物流与采购联合会日前发布《国家物流枢纽创新发展报告（2026）》。截至目前，我国已有181个国家物流枢纽。
人工智能,0.0,0,0,0,8,ai|人工智能,【新闻特写】连接彼此 共创未来,在上海举行的2026世界人工智能大会上，一次次跨越国界的连接、一次次深入的交流，让全球共享人工智能发展机遇变得更加生动具体。
农业,0.0,0,0,0,8,农业,【新闻特写】连接彼此 共创未来,在上海举行的2026世界人工智能大会上，一次次跨越国界的连接、一次次深入的交流，让全球共享人工智能发展机遇变得更加生动具体。
人工智能,0.0,0,0,0,3,ai,《2026中国AI盛典》暨,《2026中国AI盛典》暨《全球智惠平台·AI语料场景合作清单》启动由中央广播电视总台与国家发展改革委、中央网信办、上海市人民政府共同举办的《2026中国AI盛典》暨《全球智惠平台·AI语料场景合作清单》启动仪式昨晚（7月18日）在上海举行。
人工智能,0.0,0,0,1,1,ai,AI盛典生动呈现中国在具身智能、大模型,AI盛典生动呈现中国在具身智能、大模型、AI基础建设、科学智能等前沿领域的探索成就。
人工智能,0.0,0,0,0,3,人工智能,同步启动的“全球智惠平台”将深化“人工智能+”场…,同步启动的“全球智惠平台”将深化“人工智能+”场景开发与国际合作，展现我国对全球人工智能发展贡献的中国智慧、中国方案。
机器人,0.0,0,0,0,0,机器人,上海市人形机器人中试服务平台正式启用,上海市人形机器人中试服务平台正式启用上海市人形机器人中试服务平台昨天（7月18日）启用。
物流,0.0,0,0,0,0,仓储,上海市人形机器人中试服务平台正式启用,上海市人形机器人中试服务平台正式启用上海市人形机器人中试服务平台昨天（7月18日）启用。
机器人,0.0,0,0,0,1,机器人,平台将面向人形机器人整机测试、供应链对接等,平台将面向人形机器人整机测试、供应链对接等，服务初创企业、中小企业，降低研发成本。
石油石化,1.0,1,0,0,1,天然气|油气|石油,今年上半年我国西南地区最大油气田产量创新高,今年上半年我国西南地区最大油气田产量创新高今年上半年，我国西南地区最大油气田——中国石油西南油气田累计生产天然气253.1亿立方米，较去年同期增加12.96亿立方米，原油21万吨，油气当量突破2000万吨，创历史同期新高。
煤炭,0.0,0,0,0,3,煤炭,全球最大煤制油项目智能化改造完成,全球最大煤制油项目智能化改造完成今天（7月19日），全球单体规模最大的煤制油项目——国家能源集团宁夏煤业400万吨/年煤炭间接液化项目完成智能化改造并投入运营。
消费,0.0,0,0,0,0,旅游,内蒙古第36届旅游那达慕开幕,内蒙古第36届旅游那达慕开幕内蒙古第36届旅游那达慕昨天（7月18日）在锡林浩特开幕。
消费,0.0,0,0,0,0,消费,今年暑期档有110多部中外影片陆续上映，多部影片表现出色，其中,今年暑期档有110多部中外影片陆续上映，多部影片表现出色，其中《给阿嬷的情书》票房已超20亿元。
传媒,0.0,0,0,0,0,影视,今年暑期档有110多部中外影片陆续上映，多部影片表现出色，其中,今年暑期档有110多部中外影片陆续上映，多部影片表现出色，其中《给阿嬷的情书》票房已超20亿元。
物流,0.0,0,0,0,0,物流,乌方此前一天称，打击了俄罗斯莫斯科州和坦波夫州的…,乌方此前一天称，打击了俄罗斯莫斯科州和坦波夫州的两处物流枢纽。
石油石化,0.0,0,0,0,1,石油,伊拉克宣布将重修跨国输油管道18日,伊拉克宣布将重修跨国输油管道18日，伊拉克和叙利亚签署谅解备忘录，涉及重修从伊拉克通往叙利亚地中海沿岸的跨境石油管道项目。
一带一路,0.0,0,0,0,1,跨境,伊拉克宣布将重修跨国输油管道18日,伊拉克宣布将重修跨国输油管道18日，伊拉克和叙利亚签署谅解备忘录，涉及重修从伊拉克通往叙利亚地中海沿岸的跨境石油管道项目。
