股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600546,山煤国际,9.26,3.24,1.98,761795157.0,1.57,6.81,25.47,1.0,0,,47.27
sh.603298,杭叉集团,19.86,3.57,1.93,238051745.0,2.95,5.25,1.33,1.0,0,,45.21
sh.603162,海通发展,19.26,6.52,7.04,352416072.0,0.81,5.53,35.44,1.0,0,,44.23
sh.603823,百合花,20.9,3.09,3.9,266880263.0,1.1,15.6,38.04,0.998,0,,40.73
sh.603855,华荣股份,9.0,2.33,2.13,148998456.0,1.2,4.53,18.89,1.0,0,,38.13
sh.603305,旭升集团,16.79,4.33,3.44,842255181.0,1.33,1.08,12.23,1.0,0,,34.43
sh.600027,华电国际,5.38,1.47,2.12,726967410.0,0.86,2.87,15.45,0.998,0,,30.78
sh.601928,凤凰传媒,11.29,3.6,2.7,572863599.0,1.05,0.44,37.18,0.958,0,,30.75
sh.601107,四川成渝,22.04,1.26,0.91,1622489136.0,1.31,2.94,14.85,0.951,0,,29.14
sh.601098,中南传媒,22.04,1.26,0.91,1622489136.0,1.31,2.94,14.85,0.951,0,,29.14
sh.600098,广州发展,7.46,1.21,1.46,312047749.0,0.93,4.34,4.34,1.0,0,,28.32
sh.600256,广汇能源,6.55,2.9,2.61,1203785246.0,1.08,4.3,2.83,0.97,0,,27.88
sh.601918,新集能源,10.03,4.06,5.37,2044546550.0,0.86,-1.76,22.17,0.922,0,,26.39
sh.601001,晋控煤业,13.82,1.18,1.27,321186414.0,0.73,0.58,16.33,0.966,0,,22.82
sh.603317,天味食品,15.87,1.32,1.48,222185792.0,0.5,0.19,24.9,0.95,0,,22.12
sh.600872,中炬高新,21.77,1.9,1.57,233413966.0,1.29,-0.27,0.79,0.965,0,,21.92
sh.600989,宝丰能源,29.23,1.39,1.19,2965806280.0,1.01,3.14,4.27,0.939,0,,21.29
sh.600189,泉阳泉,15.42,1.08,1.03,494223865.0,0.88,-1.03,15.33,0.942,0,,20.52
sh.600761,安徽合力,19.35,2.14,2.53,374664621.0,0.76,-4.54,10.63,0.934,0,,18.5
sh.600971,恒源煤电,7.88,1.33,1.29,124078574.0,0.84,-0.88,7.5,0.94,0,,17.13
sh.600521,华海药业,20.06,1.43,2.28,222311748.0,0.56,-3.23,2.5,0.923,0,,11.66
