板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
数字经济,-2.1,0,0,3,6,数字经济,赵乐际会见奥地利中国友好协会高级代表团,赵乐际会见奥地利中国友好协会高级代表团 全国人大常委会委员长赵乐际31日在北京会见奥地利联邦议会议长斯托特率领的奥中友协高级代表团。赵乐际表示，在习近平主席和范德贝伦总统战略引领下，中奥关系内涵不断丰富，各领域合作持续推进。今年是中奥建交5
人工智能,6.0,10,0,0,20,大模型,【“十五五”新图景】聚力“未来产业” 引领产业未来,【“十五五”新图景】聚力“未来产业” 引领产业未来 “十五五”规划纲要提出：要前瞻布局未来产业。推动量子科技、生物制造、氢能和核聚变能、脑机接口、具身智能、第六代移动通信等成为新的经济增长点。未来五年，这些未来产业将加速从技术突破迈向应用落
机器人,6.0,10,0,0,20,机器人|人形机器人|灵巧手,【“十五五”新图景】聚力“未来产业” 引领产业未来,【“十五五”新图景】聚力“未来产业” 引领产业未来 “十五五”规划纲要提出：要前瞻布局未来产业。推动量子科技、生物制造、氢能和核聚变能、脑机接口、具身智能、第六代移动通信等成为新的经济增长点。未来五年，这些未来产业将加速从技术突破迈向应用落
新能源车,6.0,10,0,0,20,电池,【“十五五”新图景】聚力“未来产业” 引领产业未来,【“十五五”新图景】聚力“未来产业” 引领产业未来 “十五五”规划纲要提出：要前瞻布局未来产业。推动量子科技、生物制造、氢能和核聚变能、脑机接口、具身智能、第六代移动通信等成为新的经济增长点。未来五年，这些未来产业将加速从技术突破迈向应用落
新能源车,6.9,8,0,1,4,电池,今年前两个月轻工业经济运行起步稳健,今年前两个月轻工业经济运行起步稳健 中国轻工业联合会最新数据显示，今年前2个月规模以上轻工业增加值同比增长7.0%，较上年末加快1.7个百分点。91种主要轻工产品中69种产量实现增长，增长面达75.8%，塑料家具、电池制造业增加值增速超20
低空经济,0.4,1,0,2,0,无人机,【在希望的田野上】科技赋能 让春耕春管更高效,【在希望的田野上】科技赋能 让春耕春管更高效 眼下，春耕正忙，各地以科技赋能，让春耕春管更高效。随着气温升高，黄淮海冬小麦进入拔节关键期。河北3300多万亩冬小麦苗情形势持续向好，目前一二类壮苗占比达87.3%，较冬前提升了37%。在成安县
低空经济,-0.2,0,0,0,1,无人机,“无人空中重卡”长鹰-8成功首飞,“无人空中重卡”长鹰-8成功首飞 今天（3月31日），由中国兵器工业集团自主研发的长鹰-8大型运输无人机在郑州上街机场成功首飞，顺利完成各系统关键科目验证，成为全球迄今首飞成功的最大无人运输机。长鹰-8大型运输无人机起飞重量达7吨，载重能力
低空经济,1.1,4,0,1,13,低空经济|通航,国内联播快讯,国内联播快讯 长江水生生物总体恢复向好农业农村部今天（3月31日）发布《长江流域水生生物资源及生境状况公报（2025年）》。公报显示，禁渔以来长江水生生物总体恢复向好，2025年长江干支流水质总体为优，Ⅰ—Ⅲ类水质断面占98.9%。4月1日
低空经济,-1.2,1,1,2,3,无人机,美以称打击伊朗防空系统等目标 伊朗称打击美军控制中心及以色列军工设施,美以称打击伊朗防空系统等目标 伊朗称打击美军控制中心及以色列军工设施 今天（3月31日），美国和以色列对伊朗的军事行动进入第32天。据伊朗红新月会的统计数据，截至30日，美以军事行动已致伊朗超过10.5万处民用设施受损，其中超过8万处是民宅
军工,-1.2,1,1,2,3,军工|国防|导弹,美以称打击伊朗防空系统等目标 伊朗称打击美军控制中心及以色列军工设施,美以称打击伊朗防空系统等目标 伊朗称打击美军控制中心及以色列军工设施 今天（3月31日），美国和以色列对伊朗的军事行动进入第32天。据伊朗红新月会的统计数据，截至30日，美以军事行动已致伊朗超过10.5万处民用设施受损，其中超过8万处是民宅
军工,-0.5,0,0,1,1,国防,国际联播快讯,国际联播快讯 美国会休会 美政府部分“停摆”持续截至30日，美国国土安全部部分“停摆”已持续45天，创下美国联邦政府部门“停摆”时间最长的纪录。已有超过500名运输安全管理局员工辞职。目前美国国会已经进入为期两周的休会期，预计部分“停摆”仍
