title,content,source,pub_time
三七互娱：2026年第一季度拟每10股派现2.10元,"【三七互娱：2026年第一季度拟每10股派现2.10元】财联社5月13日电，三七互娱(002555.SZ)公告称，公司2026年第一季度利润分配预案为：以分红派息股权登记日实际发行在外的总股本剔除回购专用证券账户股份为基数，向全体股东每10股派送现金股利2.10元(含税)，不送红股，不转增。按当前总股本2,212,237,681股扣减回购股份12,539,547股后的2,199,698,134股为基数测算，现金分红总额约4.62亿元(含税)。",cls,20:21:01
2连板快克智能：先进封装TCB热压键合设备正与几家客户推进打样验证工作 未形成收入,【2连板快克智能：先进封装TCB热压键合设备正与几家客户推进打样验证工作 未形成收入】财联社5月13日电，快克智能(603203)公告称，公司股票连续3个交易日收盘价涨幅偏离值累计超20%，属于异常波动。公司主要产品包括精密焊接装联设备、机器视觉制程设备、智能制造成套装备和固晶键合封装设备。对于市场关注的相关设备情况，说明如下：2025年度，公司固晶键合封装设备业务营业收入占比不足5%，金额占比较小，其中碳化硅微纳银（铜）烧结设备收入占比极低，先进封装TCB热压键合设备正与几家客户推进打样验证工作，未形成收入，验证过程时间较长，未来能否打样成功及订单落地具有较大不确定性，对公司当期业绩无影响。相关业务后续存在不确定性，请投资者注意投资风险。,cls,20:25:15
截至4月30日累计有868款生成式人工智能服务完成备案,【截至4月30日累计有868款生成式人工智能服务完成备案】财联社5月13日电，据“网信中国”消息，2026年3月至4月新增72款生成式人工智能服务在国家网信办完成备案，对于通过API接口或其他方式直接调用已备案模型能力的生成式人工智能应用或功能，由地方网信办开展登记，新增49款完成登记。截至4月30日，累计有868款生成式人工智能服务完成备案，530款生成式人工智能应用或功能完成登记。,cls,20:26:23
5月13日周三《新闻联播》要闻22条,"【5月13日周三《新闻联播》要闻22条】财联社5月13日电，今天《新闻联播》主要内容有：
1、【新思想引领新征程】推进国际科技创新中心建设 打造世界级科技创新策源地；
2、【“十五五”开好局起好步】奋力谱写中国式现代化建设四川新篇章 接续奋斗 开创云南发展新局面；
3、中美在韩国举行经贸磋商；
4、一季度全国新设经营主体509.8万户；
5、外资加速布局中国服务业；
6、一季度我国水电清洁能源基地建设全面提速；
7、前4个月全国铁路完成固定资产投资2008亿元；
8、2025年我国新发现大中型矿产地200处；
9、全国春灌已全面展开；
10、多元化文旅场景赋能入境游提质扩容；
11、国务院新闻办举行“新征程上的奋斗者”中外记者见面会；
12、我国2025年药品注册申报和审结数量均创历史新高；
13、2025年全国林草种苗质量抽检情况公布；
14、“义新欧”中欧班列前4个月出口增长超20%；
15、四川盆地发现超深层千亿方级页岩气田；
16、引江济淮工程阶段验收工作全面完成；
17、2026电影票房突破140亿元；
18、国际社会期待中美元首会晤引领中美关系平稳前行 惠及世界；
19、日本民众集会抗议高市政权“扩军”修宪等危险动向；
20、黎总统指责以袭击破坏缓和局势努力；
21、英工党内部就首相去留分歧严重；
22、日本10年期国债收益率升至近30年新高。",cls,20:28:23
美国4月PPI同比增长6% 为2022年12月以来新高 超市场预期,【美国4月PPI同比增长6% 为2022年12月以来新高 超市场预期】财联社5月13日电，美国4月PPI同比增长6%，为2022年12月以来新高，预期4.9%，前值由4.00%修正为4.3%；4月PPI环比增长1.4%，为2022年3月以来新高，预期0.5%，前值由0.50%修正为0.7%。,cls,20:30:47
,财联社5月13日电，美股期指短线走低，截至目前，道琼斯指数期货跌0.47%，标普500指数期货跌0.02%，纳斯达克100指数期货涨0.52%。,cls,20:31:15
,财联社5月13日电，美国10年期国债收益率在PPI数据公布后走高，最新上涨1.5个基点，报4.487%。,cls,20:31:37
,财联社5月13日电，美国4月扣除食品和能源的最终需求PPI较前月上升1.0%，市场预估为增长0.3%，2月为上升0.1%。,cls,20:31:56
,财联社5月13日电， 美国4月扣除食品、能源和贸易的最终需求PPI较上年同期上升4.4%。,cls,20:32:18
,财联社5月13日电，美元指数在PPI数据公布后延续涨势，最新上涨0.26%，报98.58点。,cls,20:32:28
,财联社5月13日电，美国4月扣除食品和能源的最终需求PPI较上年同期上升5.2%，市场预估为增长4.3%。,cls,20:34:12
,财联社5月13日电，美国30年期国债收益率达到5.045%，为自7月以来最高值。,cls,20:35:45
,财联社5月13日电，STOXX欧洲600指数抹去涨幅，呈平盘状态。,cls,20:38:12
比特币跌至8万美元下方,【比特币跌至8万美元下方】财联社5月13日电，行情显示，比特币跌至79892美元，过去24小时内跌1.34%；以太坊跌至2275.07美元，过去24小时内跌0.76%。,cls,20:39:27
,财联社5月13日电，阿里巴巴高管称，预计阿里巴巴云业务在接下来的1至2个季度内将实现显著更高的毛利润率。,cls,20:41:04
山东赫达：澄清实控人减持、质押及美国工厂等不实传闻,【山东赫达：澄清实控人减持、质押及美国工厂等不实传闻】财联社5月13日电，山东赫达(002810.SZ)公告称，公司关注到网络平台有关公司的不实传闻，包括实控人毕于成家族紧急减持、股权质押爆仓、资产注入终止、董事长被调查及美国工厂出问题等。经核实，公司实际控制人毕心德及其一致行动人毕于东、毕文娟合计持股39.75%，自上市以来除2021年、2019-2020年减持外无其他减持，目前无减持计划；其股票质押已于2023年6月全部解除，目前无质押；未披露或实施个人资产注入计划。截至本公告披露日，公司董事长毕于东正常履职，近期不存在接受行政机关或司法机关等公权力机关的调查、谈话或被要求协助调查、被采取留置等强制措施的异常情形。美国工厂项目正常推进，预计2026年投产。公司经营正常，无应披露未披露重大事项。,cls,20:41:43
,财联社5月13日电，沙特阿拉伯向欧佩克报告称，其原油产量上个月进一步崩溃，降至自1990年以来的最低水平。,cls,20:43:17
美股盘前要闻一览：美参议院拟启动沃什担任美联储主席的确认程序；谷歌欲借助SpaceX将数据中心送入太空；算力租赁商Nebius一季度营收暴增近700%,"【美股盘前要闻一览：美参议院拟启动沃什担任美联储主席的确认程序；谷歌欲借助SpaceX将数据中心送入太空；算力租赁商Nebius一季度营收暴增近700%】财联社5月13日电，投资者需重点关注的美股市场财经要闻如下：
1、美国三大股指期货涨跌不一。道琼斯指数期货跌0.53%，标普500指数期货跌0.08%，纳斯达克100指数期货涨0.20%。
2、国际油价小幅上涨。WTI原油期货价格涨0.42%，报102.608美元/桶；布伦特原油期货价格涨0.24%，报108.025美元/桶。
3、国际金银期货日内涨幅收窄。COMEX黄金期货涨0.04%，报4688.8美元/盎司，COMEX白银期货涨1.87%，报87.195美元/盎司。
4、欧洲主要股指涨跌互现。英国富时100指数跌0.19%，法国CAC40指数跌0.55%，德国DAX30指数涨0.26%。
5、美参议院确认凯文·沃什出任美联储理事，任期14年。同时预计将立即启动其兼任美联储主席的确认程序，最快可能于5月13日完成。
6、SpaceX正与谷歌就火箭发射协议进行谈判。谷歌据悉希望借助SpaceX的发射能力，将其正在研发的轨道数据中心送入太空。
7、云计算服务提供商Nebius美股盘前拉升，涨超16%。公司第一季度营收3.99亿美元，同比暴增684%，并将2026年资本支出指引上调至200亿-250亿美元之间。
8、杰夫·贝索斯旗下火箭公司蓝色起源正考虑首次引入外部投资。蓝色起源CEO表示，公司需要大量资本来大幅提高火箭发射频率。
9、谷歌正抢先布局移动端AI，旗下AI模型Gemini将植入Android系统。
10、美银将2030年全球AI数据中心系统总可触达市场（TAM）预测从先前的约1.4万亿美元上调至约1.7万亿美元。",cls,20:44:10
4天2板仁智股份：实控人筹划控制权变更事项 股票停牌,【4天2板仁智股份：实控人筹划控制权变更事项 股票停牌】财联社5月13日电，仁智股份(002629.SZ)公告称，公司收到控股股东、实际控制人陈泽虹通知，其正在筹划公司控制权变更相关事宜，可能导致公司控股股东、实际控制人发生变更。公司股票自2026年5月14日开市起停牌，预计停牌时间不超过2个交易日。本次控制权变更拟转让的股权比例为总股本的19.51%。,cls,20:45:21
,财联社5月13日电，阿里巴巴高管称，考虑到建设算力中心投入巨大，资本支出或将超过最初宣布的3800亿元。,cls,20:46:09
,英国首相斯塔默的发言人表示：首相对卫生大臣完全信任，拒绝对两人会面的内容置评。,sina,2026-05-13 20:49:10
,"【天奥电子：副总经理拟减持不超0.24%公司股份】天奥电子公告称，公司副总经理刘类骥持有公司股份4,086,717股（占总股本0.96%），计划在2026年6月4日至9月3日，以集中竞价交易方式减持不超1,021,679股（占总股本0.24%），减持原因为个人资金需求，股份源于首次公开发行股票并上市前持有。本次减持计划实施存在不确定性，不会对公司治理、股权结构及经营产生重大影响。",sina,2026-05-13 20:49:00
,俄罗斯内务部已宣布对英国前国防大臣展开通缉。,sina,2026-05-13 20:48:49
,【三达膜：股东清源中国及董监高拟减持不超3.07%股份】三达膜公告称，持股5%以上股东清源中国拟自6月4日至9月3日，通过集中竞价和大宗交易方式减持不超996.04万股，占公司总股本的比例不超3%；董事、总经理方富林和董事会秘书、财务总监唐佳菁拟通过集中竞价分别减持不超22万股、11.99万股，占比分别不超0.07%、0.04%。本次减持因自身资金需求，减持时间、数量和价格存在不确定性。,sina,2026-05-13 20:48:30
,【分析：英国央行目前或维持利率不变，从而推动短期英国国债收益率下降】Aberdeen Investments的Matthew Amis在一份报告中表示，英国央行未来几个月可能将利率维持在3.75%不变，从而推动短期英国国债收益率下降。他说：“如果霍尔木兹海峡在未来几周开放，那么英国央行将不会加息，短期英国国债收益率将不得不剔除已反映的加息预期，因此[意味着]收益率会走低。“投资者希望中东冲突能在短期内得到解决。伦敦证券交易所集团数据显示，市场已完全反映了英国央行将两次加息25个基点的预期，且预计年底前英国央行第三次加息的概率为64%。Tradeweb数据显示，两年期英国国债收益率最新下跌0.6个基点，至4.516%。,sina,2026-05-13 20:48:22
,【方程豹总经理熊甜波：Shark皮卡今年将正式进入方程豹序列】在今日的比亚迪云辇-P Ultra暨方程豹豹8豹5闪充版上市发布会上，方程豹总经理熊甜波发表演讲。 熊甜波宣布，方程豹豹8闪充版和豹5闪充版首搭首发比亚迪云辇-P Ultra，为全球首款全场景智能液压车身控制系统。在发布会最后，她还透露，今年Shark皮卡将正式进入方程豹序列。资料显示，Shark（鲨鱼）是比亚迪推出的首款新能源皮卡‌，基于DMO超级混动越野平台打造，主打高性能与低能耗，目前已在全球多个海外市场上市。（新浪科技）,sina,2026-05-13 20:45:28
