板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
军工,-0.4,0,0,0,2,美国,应习近平邀请 美国总统将对中国进行国事访问,应习近平邀请 美国总统将对中国进行国事访问 应国家主席习近平邀请，美利坚合众国总统唐纳德·特朗普将于5月13日至15日对中国进行国事访问。
人工智能,3.3,10,0,5,26,人工智能,【新思想引领新征程】长三角一体化发展不断取得新突破,【新思想引领新征程】长三角一体化发展不断取得新突破 长三角区域是引领我国高质量发展的重要动力源之一。习近平总书记指出，要紧扣一体化和高质量两个关键词抓好重点工作，真抓实干、埋头苦干，推动长三角一体化发展不断取得成效。“十五五”开局之年，沪苏
算力,3.3,10,0,5,26,算力,【新思想引领新征程】长三角一体化发展不断取得新突破,【新思想引领新征程】长三角一体化发展不断取得新突破 长三角区域是引领我国高质量发展的重要动力源之一。习近平总书记指出，要紧扣一体化和高质量两个关键词抓好重点工作，真抓实干、埋头苦干，推动长三角一体化发展不断取得成效。“十五五”开局之年，沪苏
机器人,3.3,10,0,5,26,机器人|工业机器人,【新思想引领新征程】长三角一体化发展不断取得新突破,【新思想引领新征程】长三角一体化发展不断取得新突破 长三角区域是引领我国高质量发展的重要动力源之一。习近平总书记指出，要紧扣一体化和高质量两个关键词抓好重点工作，真抓实干、埋头苦干，推动长三角一体化发展不断取得成效。“十五五”开局之年，沪苏
人工智能,-2.5,1,0,3,13,人工智能,韩正出席2026世界数字教育大会开幕式并致辞,韩正出席2026世界数字教育大会开幕式并致辞 5月11日，国家副主席韩正在杭州出席2026世界数字教育大会开幕式并致辞。韩正表示，习近平主席高度重视人工智能对教育的深刻影响，强调要推进人工智能全学段教育和全社会通识教育，源源不断培养高素质人
光伏,-0.3,2,0,1,10,光伏|储能,海洋经济良好开局 向海图强释放新动能,海洋经济良好开局 向海图强释放新动能 今年一季度，我国海洋经济实现平稳向好开局，为国民经济恢复向好提供有力支撑。一季度我国海洋生产总值2.6万亿元，同比增长5.4%。海洋新兴产业加快成长，海洋可再生能源发展成效显著，国内首个半潜式波浪能养殖
跨境出海,-0.3,2,0,1,10,出海,海洋经济良好开局 向海图强释放新动能,海洋经济良好开局 向海图强释放新动能 今年一季度，我国海洋经济实现平稳向好开局，为国民经济恢复向好提供有力支撑。一季度我国海洋生产总值2.6万亿元，同比增长5.4%。海洋新兴产业加快成长，海洋可再生能源发展成效显著，国内首个半潜式波浪能养殖
人工智能,-0.2,0,0,0,1,AI,【在希望的田野上】小麦进入灌浆期 各地科学防控干热风,【在希望的田野上】小麦进入灌浆期 各地科学防控干热风 我国部分地区未来几天将迎来高温天气。目前，小麦已陆续进入灌浆期，为预防高温天气可能带来的干热风等影响，各地多措并举、科学防控，为夏粮丰收保驾护航。在夏粮主产区河南，全省小麦正处在灌浆关键
低空经济,-0.2,0,0,0,1,无人机,【在希望的田野上】小麦进入灌浆期 各地科学防控干热风,【在希望的田野上】小麦进入灌浆期 各地科学防控干热风 我国部分地区未来几天将迎来高温天气。目前，小麦已陆续进入灌浆期，为预防高温天气可能带来的干热风等影响，各地多措并举、科学防控，为夏粮丰收保驾护航。在夏粮主产区河南，全省小麦正处在灌浆关键
人工智能,-1.3,0,0,1,5,大模型,【一线调研】田野里的智慧农机,【一线调研】田野里的智慧农机 五月下旬，全国夏收将全面展开，超1700万台农机即将奔赴田野。“三夏”前夕，记者走进农机生产企业，看中国农机是如何变得更“聪明”的。眼下，西南麦区已陆续开镰收获。在四川省眉山市诸葛村的麦田里，一台收割机正来回穿
新能源车,-1.3,0,0,1,5,智能驾驶,【一线调研】田野里的智慧农机,【一线调研】田野里的智慧农机 五月下旬，全国夏收将全面展开，超1700万台农机即将奔赴田野。“三夏”前夕，记者走进农机生产企业，看中国农机是如何变得更“聪明”的。眼下，西南麦区已陆续开镰收获。在四川省眉山市诸葛村的麦田里，一台收割机正来回穿
人工智能,-4.0,0,0,6,11,人工智能,国内联播快讯,国内联播快讯 29项重点任务促进人工智能与能源双向赋能国家能源局会同国家发展改革委等部门近日发布《关于促进人工智能与能源双向赋能的行动方案》，方案聚焦保障算力设施安全可靠的能源供给、推动算力设施绿色低碳转型等方面，部署了29项重点任务，着力
算力,-4.0,0,0,6,11,算力,国内联播快讯,国内联播快讯 29项重点任务促进人工智能与能源双向赋能国家能源局会同国家发展改革委等部门近日发布《关于促进人工智能与能源双向赋能的行动方案》，方案聚焦保障算力设施安全可靠的能源供给、推动算力设施绿色低碳转型等方面，部署了29项重点任务，着力
