title,content,source,pub_time
,财联社5月18日电，沙特阿美公司与Pasqal共同推出沙特首台量子计算机以及中东首个商用量子计算即服务平台。,cls,21:48:23
,财联社5月18日电，现货白银向上触及78美元/盎司，日内上涨2.78%。,cls,21:50:05
,财联社5月18日电，希捷科技跌幅扩大至5%，西部数据跌幅扩大至4%。,cls,21:51:14
美股加密货币、光通信概念股集体走弱,【美股加密货币、光通信概念股集体走弱】财联社5月18日电，美股加密货币、光通信概念股集体走弱，Strategy跌超7%，BMNR跌超5%，Coinbase、Circle跌超3%；AAOI跌超9%，Lumentum跌超7%，Coherent跌超5%。,cls,21:51:33
杰富瑞“首选股”大换血 纳入亚马逊、AppLovin与麦当劳,【杰富瑞“首选股”大换血 纳入亚马逊、AppLovin与麦当劳】财联社5月18日电，杰富瑞在周一发布的一份研究报告中对其“首选股”名单进行了调整。该投行股票团队将亚马逊、AppLovin、Credo Technology、麦当劳、RadNet、赛默飞世尔科技以及UL Solutions纳入名单。,cls,21:53:59
,财联社5月18日电，美股三大指数再次拉升，截至目前，道琼斯指数涨0.37%，标普500指数涨0.25%，纳斯达克综合指数跌0.23%。,cls,21:55:10
,财联社5月18日电，现货黄金日内涨幅扩大至1%，报4583.66美元/盎司。,cls,21:55:59
伊朗媒体说又一艘伊朗船只突破美国封锁,【伊朗媒体说又一艘伊朗船只突破美国封锁】财联社5月18日电，据伊朗媒体18日报道，两周前在印度海岸附近航行的一艘受美国制裁的伊朗船只，目前已停靠在伊朗哈尔克岛。报道说，这艘液化石油气运输船在未被发现的情况下穿越了美国封锁线，进入伊朗水域。 (新华社),cls,21:57:00
广西柳州市柳南区发生5.2级地震,【广西柳州市柳南区发生5.2级地震】财联社5月18日电，中国地震台网正式测定：05月18日21时44分在广西柳州市柳南区（北纬24.37度，东经109.26度）发生5.2级地震，震源深度8千米。,cls,21:58:15
【风口研报·洞察】AIDC燃气发电产能趋于饱和，SOFC（燃料电池）发电规模化应用有望加速，国内相关设备及零部件厂商有望受益；科技行情是否结束,①科技行情是否结束；②AIDC燃气发电产能趋于饱和，SOFC（燃料电池）发电规模化应用有望加速，国内相关设备及零部件厂商有望受益；③今日全市场机构研报共发布224篇，黑猫股份评级得到上调，10家公司获得首度覆盖，其中美凯龙获新财富分析师深度覆盖；④在个股机构关注度排行中，锦波生物首次上榜，前五名依次为百济神州>伊利股份>京沪高铁>美的集团>锦波生物。,cls,21:58:50
美股AI应用软件股普涨,【美股AI应用软件股普涨】财联社5月18日电，美股AI应用软件股普涨，Zeta Global、Roblox涨超8%，ServiceNow涨超6%，拓展科技软件行业ETF涨近1%，本月累涨10%。,cls,21:59:03
,财联社5月18日电，美国众议院议员提议每年征收130美元的电动汽车费用，以帮助支付道路维修费用。,cls,21:59:20
,财联社5月18日电，美国5月份NAHB住宅建筑商指数升至37，预估34。,cls,22:00:23
【公告全知道】光通信+PCB+机器人+液冷+铜缆+数据中心！公司与光模块配套使用的224G产品已批量出货,①光通信+PCB+机器人+液冷+铜缆+数据中心！这家公司与光模块配套使用的224G产品已批量出货且液冷产品进入英伟达等全球顶级AI算力平台供应链；②光通信+AI算力+机器人+数据中心+商业航天！这家公司LCP树脂产品批量供应AI算力头部客户；③机器人+减速器！公司批量供货全球协作机器人龙头企业。,cls,22:02:04
小米汽车为第二品牌“寻天”引入新的电池供应商,【小米汽车为第二品牌“寻天”引入新的电池供应商】财联社5月18日电，小米汽车旗下首款增程车型，不仅将启用新品牌、搭建独立销售渠道和运营体系，还要引入全新的电池供应商。记者从多位信源处获悉，小米汽车在昆仑车型上引入新电池供应商——中创新航。小米第三款车型的电池定点，在2024年年初敲定，当时首选的电池供应商是欣旺达，之后才确定中创新航为二供。目前，从小米给供应商的供应配额上来看，欣旺达的电池供应比例占60%，中创新航占40%。近期，小米汽车也证实了此前曝光的昆仑车型将独立为子品牌“寻天”（SKY NOMAD）。该新品牌主要聚焦家用、增程SUV市场，与小米主品牌的纯电、科技、性能标签形成明确切割。 (21世纪经济报道),cls,22:02:44
,财联社5月18日电，上交所杭州云深处科技股份有限公司IPO审核状态变更为已受理。,cls,22:03:35
英国首相称不会辞职,【英国首相称不会辞职】财联社5月18日电，据英国天空新闻频道报道，英国首相斯塔默18日在接受采访时说，他不会辞职，仍计划参加下次英国大选。 (新华社),cls,22:08:01
云深处2025年净利润2868万元 本次IPO拟融资25.03亿元,【云深处2025年净利润2868万元 本次IPO拟融资25.03亿元】财联社5月18日电，杭州云深处科技股份有限公司科创板首次公开发行股票招股说明书显示，公司2025年度营业收入为3.4亿元，2024年为1.03亿元，最近三年累计研发投入占最近三年累计营业收入的比例为31.52%；2025年归属于母公司所有者的净利润2868.4万元，2024年净亏损1329.99万元。本次IPO融资金额25.03亿元，发行募集资金扣除发行费用后，将投资于具身算法及模型研发项目、机器人本体与解决方案研发项目、具身智能机器人产业化项目、具身智能机器人基地建设项目。,cls,22:12:01
,财联社5月18日电，阿达尼企业与美国财政部达成2.75亿美元和解协议。,cls,22:13:23
印尼军方接收法国“阵风”战斗机等大批装备,【印尼军方接收法国“阵风”战斗机等大批装备】财联社5月18日电，印度尼西亚总统普拉博沃18日代表政府向空军交付法国“阵风”战斗机等大批装备，并强调印尼必须持续提升防务能力。普拉博沃今年4月曾与法国总统马克龙举行会晤。据印尼政府发表的声明，双方表示将深化防务领域合作，包括采购国防装备和发展国防工业等。 (新华社),cls,22:14:41
,【立昂微：VCSEL芯片已实现规模出货 预计今年出货量会有进一步快速增长】立昂微近日接受机构调研时表示，立昂东芯VCSEL芯片技术居全球第一梯队，二维可寻址大功率VCSEL工艺技术已深度赋能车载激光雷达、智能视觉传感领域，已实现规模出货，预计2026年出货量会有进一步的快速增长。,sina,2026-05-18 22:30:57
,俄罗斯国防部：执勤防空系统拦截并摧毁了91架乌克兰飞机型无人机。,sina,2026-05-18 22:30:39
,【广西启动洪水防御四级应急响应】5月18日至21日，广西强降雨天气过程仍将持续，部分降雨落区重叠，山洪致灾风险较高。鉴于本轮降雨过程局地雨强雨量大、突发性强，落区难以预测，部分河流可能出现超警戒水位洪水，根据自治区水利厅洪水防御工作预案，自治区水利厅决定自5月18日18时启动洪水防御四级应急响应。（新华社）,sina,2026-05-18 22:30:07
,市场消息：以色列总理内塔尼亚胡今晚将举行一系列安全讨论。,sina,2026-05-18 22:29:39
,埃拉克托尔集团称其持有的摩多石油股份占比从 22.4% 降至 10.4%。,sina,2026-05-18 22:28:09
,T1能源股价上涨17.8%，报每股6.68美元；态势感知公司披露在该股中新建持仓。,sina,2026-05-18 22:27:50
,墨西哥总统辛鲍姆：美国缉毒局局长将于 5 月 25 日到访墨西哥。,sina,2026-05-18 22:27:20
,伯克希尔哈撒韦将Alphabet持仓增至三倍以上后，Alphabet股价大涨2.7%，创下历史新高。,sina,2026-05-18 22:27:06
,美股上市的蜂巢数字科技股价大涨 29.9%，报 3.49 美元；态势洞察公司披露增持该公司股份。,sina,2026-05-18 22:26:29
,印度市场监管机构：拟就放宽机构客户通话记录留存要求发布咨询文件。,sina,2026-05-18 22:26:09
,消息人士：美方在核领域提出的要求纯属政治借口，且侵犯伊朗民众权益。此外，美方仍试图将停战谈判与核问题捆绑，此举毫无道理，伊朗绝不会应允。美方须清楚，伊朗无论如何都绝不接受以作出核相关承诺作为停战交换条件。,sina,2026-05-18 22:26:02
