title,content,source,pub_time
工信部：企业建设钢铁冶炼项目要科学研判供需形势 避免低效投资,【工信部：企业建设钢铁冶炼项目要科学研判供需形势 避免低效投资】财联社5月18日电，工信部近日印发《钢铁行业产能置换实施办法》，其中提到，企业建设钢铁冶炼项目要科学研判供需形势，避免低效投资，制定产能置换方案，并明确以下内容：建设项目地点、企业名称，拟建的冶炼设备型号、数量、产能，计划开工和投产时间，建设产能涉及多台（座）冶炼设备的，应逐一列明；退出产能地点、企业名称，退出的冶炼设备型号、数量、产能，拆除时间安排，退出产能涉及多台（座）冶炼6设备的，应逐一列明；退出产能数量须达到拟建产能置换所需数量要求，不得出现“待定”等模糊表述。,cls,19:50:16
摩根大通将铠侠目标价从3.8万日元翻倍上调至8万日元,【摩根大通将铠侠目标价从3.8万日元翻倍上调至8万日元】财联社5月18日电，多家券商大幅上调日本NAND巨头铠侠目标价。摩根大通将铠侠目标价从3.8万日元大幅上调至8万日元；花旗全球将其目标价从3.1万日元大幅上调7.3万日元；野村证券将其目标价从5.1万日元上调至6.8万日元。消息面上，铠侠预计今年二季度有望实现营收1.75万亿日元和1.298万亿日元的营业利润，较一季度又翻一倍。,cls,19:50:58
上汽奥迪不再销售四环燃油车？知情人士称，仍在谈判中,【上汽奥迪不再销售四环燃油车？知情人士称，仍在谈判中】财联社5月18日电，近日有消息称，奥迪将公布相关战略规划。其中，一汽奥迪将销售四环品牌的燃油车和新能源车，上汽奥迪将不再销售四环品牌燃油车，专注AUDI品牌的发展。一名知情人士今日对记者表示，南北奥迪战略规划调整目前仍在谈判中，尚未形成定论。上汽奥迪成立于2021年，起初销售四环品牌燃油车，2024年奥迪与上汽联合打造电动车平台并发布AUDI品牌，首款车已于2025年上市。 (第一财经),cls,19:51:36
工信部：2年内不同企业（集团）之间炼铁、炼钢产能可实施产能置换,【工信部：2年内不同企业（集团）之间炼铁、炼钢产能可实施产能置换】财联社5月18日电，工信部近日印发《钢铁行业产能置换实施办法》，其中提到，自本办法实施之日起2年内，不同企业（集团）之间炼铁、炼钢产能可实施产能置换。自本办法实施之日起2年后，企业（集团）内部炼铁、炼钢产能可实施产能置换；不同企业（集团）之间炼铁、炼钢产能不得实施产能置换，仅可通过实质性兼并重组实现产能整合、转移。退出产能须与每台冶炼设备严格对应，每台冶炼设备的产能只能用于同一企业（集团）且不得超过两个项目。,cls,19:53:57
【电报解读】算力已成为国家综合国力的重要体现！国产算力迭代与部署迎来“破局”，机构看好产业链上游液冷、电源出现全球化机会，这家公司已为国内大客户提供GPU测试环节的液冷测试设备,算力已成为国家综合国力的重要体现！国产算力迭代与部署迎来“破局”，机构看好产业链上游液冷、电源出现全球化机会，这家公司已为国内大客户提供GPU测试环节的液冷测试设备，另一家给客户送样的部分服务器液冷板产品，目前正在测试中。,cls,19:54:22
,财联社5月18日电，福特汽车盘前涨幅扩大至6.3%。,cls,19:56:40
工信部：鼓励企业（集团）实施跨地区钢铁产能置换 各有关地区不得限制或阻碍产能跨区域流动,【工信部：鼓励企业（集团）实施跨地区钢铁产能置换 各有关地区不得限制或阻碍产能跨区域流动】财联社5月18日电，工信部近日印发《钢铁行业产能置换实施办法》，其中提到，鼓励企业（集团）实施跨地区产能置换，各有关地区不得限制或阻碍产能跨区域流动。企业实施跨省（区、市）产能置换，退出产能为中央企业下属公司的，由中央企业集团负责核实退出产能真实性、合规性，报国务院国资委确认后，在中央企业官方网站向社会公示，并抄送退出产能所在地省级工业和信息化主管部门；退出产能为非中央企业的，由其所在地省级工业和信息化主管部门核实退出产能真实性、合规性，在官方网站向社会公示。公示期限原则上不少于15个工作日，无异议后发布产能转出方案公告。,cls,19:57:53
【机构调研】这家机器视觉服务商构建全栈软硬件生态，工业AI收入同比增长近三倍,这家机器视觉服务商构建全栈软硬件生态，公司工业AI收入同比增长近三倍，完成从工业视觉到机器人核心感知组件商业验证。,cls,19:58:02
美据报同意暂时豁免对伊朗石油制裁,【美据报同意暂时豁免对伊朗石油制裁】财联社5月18日电，伊朗塔斯尼姆通讯社今天（5月18日）援引一位接近谈判团队的消息人士的话报道称，与此前的文本不同，美方在最新谈判文本中已同意“谈判期间豁免对伊朗石油的制裁”。目前这一消息还未得到进一步证实。 (CCTV国际时讯),cls,19:59:51
全国首个遥感卫星数据出境安全评估在海南完成,【全国首个遥感卫星数据出境安全评估在海南完成】财联社5月18日电，记者18日从海南省委网信办获悉，近日，全国首个遥感卫星数据出境安全评估在海南完成，实现了遥感卫星数据出境“零的突破”。遥感卫星数据既是数字经济发展的重要数据要素，也是关系国家安全的战略性资源。长期以来，受政策多头交叉、敏感程度判定难、申报无先例可循等因素影响，数据合规出境成为制约产业开放发展的关键瓶颈。本次评估的顺利完成，填补了商业遥感数据出境合规工作的空白，为同类企业依法依规开展遥感数据跨境流动提供了可参考、可复制的实践路径，对推动商业航天产业数字化、国际化发展具有积极示范意义。 (央视新闻),cls,20:01:09
