title,content,source,pub_time
,财联社5月13日电，阿里巴巴高管表示，对云基础设施的持续投资将提升相应产品线的整体利润率。,cls,20:09:42
,财联社5月13日电，阿里巴巴首席财务官表示，“在过去一年中，我们在进行（人工智能）投资方面一直非常坚定，而我们也打算在接下来的两年里继续保持这种坚定态度，继续开展此类投资。”,cls,20:10:18
Nebius：将2026年资本支出指引上调至200亿-250亿美元之间,【Nebius：将2026年资本支出指引上调至200亿-250亿美元之间】财联社5月13日电，算力租赁商Nebius在电话会议中将2026年资本支出指引上调至200亿-250亿美元之间，支出增加并不反映成本压力。,cls,20:13:35
中国巨石：拟投资44.31亿元建设年产5万吨电子纱暨3.2亿米电子布生产线项目,【中国巨石：拟投资44.31亿元建设年产5万吨电子纱暨3.2亿米电子布生产线项目】财联社5月13日电，中国巨石(600176.SH)公告称，公司全资子公司巨石集团之全资子公司巨石淮安拟建设年产5万吨电子纱暨3.2亿米电子布生产线建设项目，总投资44.31亿元。项目建成后，预计总投资收益率10.81%，有利于公司调整产品结构、提升盈利能力和国际竞争力。,cls,20:15:34
,财联社5月13日电，为保护基金份额持有人利益，博时标普500ETF(513500)2026年5月14日起暂停申购业务。,cls,20:16:32
美国总统特朗普抵京 韩正前往机场迎接,【美国总统特朗普抵京 韩正前往机场迎接】应国家主席习近平邀请，美国总统特朗普5月13日晚乘专机抵达北京，开始对中国进行国事访问。国家副主席韩正前往机场迎接。 (新华社),cls,20:17:20
阿里巴巴CEO吴泳铭：阿里服务器几乎没有一张卡是空的,【阿里巴巴CEO吴泳铭：阿里服务器几乎没有一张卡是空的】财联社5月13日电，阿里巴巴CEO吴泳铭在财报电话会上表示，目前AI发展的趋势更像制造业，要获得更多收入必须去建两个核心工厂：AI的训练工厂和AI的推理工厂，背后都是AI数据中心的建设。他表示，AI数据中心的建设一定会消耗比较大的集团现金流，但在回报的路径上是清晰的。他透露，现在阿里的服务器内几乎没有一张卡是空的，考虑未来3-5年的需求情况，他认为阿里大量投入AI数据中心的投资回报非常确定。 (第一财经),cls,20:19:03
【风口研报·公司】铟金属为光器件磷化铟战略原料，这家公司今年铟锭产量有望增长750%，同时参股PCB钻针企业受益AI PCB微钻需求；高质量训练数据是AI规模化应用“燃料”，这家公司客户覆盖行业龙头,①铟金属为光器件“磷化铟”战略原材料，这家公司2026年铟锭产量有望增长750%，同时参股PCB钻针企业受益AI PCB微钻高端需求；②高质量训练数据是AI规模化应用的“燃料”，这家公司为细分行业龙头，客户涵盖主流科技互联网、大模型、智能驾驶等主流企业，业绩进入快车道。,cls,20:20:54
三七互娱：2026年第一季度拟每10股派现2.10元,"【三七互娱：2026年第一季度拟每10股派现2.10元】财联社5月13日电，三七互娱(002555.SZ)公告称，公司2026年第一季度利润分配预案为：以分红派息股权登记日实际发行在外的总股本剔除回购专用证券账户股份为基数，向全体股东每10股派送现金股利2.10元(含税)，不送红股，不转增。按当前总股本2,212,237,681股扣减回购股份12,539,547股后的2,199,698,134股为基数测算，现金分红总额约4.62亿元(含税)。",cls,20:21:01
2连板快克智能：先进封装TCB热压键合设备正与几家客户推进打样验证工作 未形成收入,【2连板快克智能：先进封装TCB热压键合设备正与几家客户推进打样验证工作 未形成收入】财联社5月13日电，快克智能(603203)公告称，公司股票连续3个交易日收盘价涨幅偏离值累计超20%，属于异常波动。公司主要产品包括精密焊接装联设备、机器视觉制程设备、智能制造成套装备和固晶键合封装设备。对于市场关注的相关设备情况，说明如下：2025年度，公司固晶键合封装设备业务营业收入占比不足5%，金额占比较小，其中碳化硅微纳银（铜）烧结设备收入占比极低，先进封装TCB热压键合设备正与几家客户推进打样验证工作，未形成收入，验证过程时间较长，未来能否打样成功及订单落地具有较大不确定性，对公司当期业绩无影响。相关业务后续存在不确定性，请投资者注意投资风险。,cls,20:25:15
截至4月30日累计有868款生成式人工智能服务完成备案,【截至4月30日累计有868款生成式人工智能服务完成备案】财联社5月13日电，据“网信中国”消息，2026年3月至4月新增72款生成式人工智能服务在国家网信办完成备案，对于通过API接口或其他方式直接调用已备案模型能力的生成式人工智能应用或功能，由地方网信办开展登记，新增49款完成登记。截至4月30日，累计有868款生成式人工智能服务完成备案，530款生成式人工智能应用或功能完成登记。,cls,20:26:23
5月13日周三《新闻联播》要闻22条,"【5月13日周三《新闻联播》要闻22条】财联社5月13日电，今天《新闻联播》主要内容有：
1、【新思想引领新征程】推进国际科技创新中心建设 打造世界级科技创新策源地；
2、【“十五五”开好局起好步】奋力谱写中国式现代化建设四川新篇章 接续奋斗 开创云南发展新局面；
3、中美在韩国举行经贸磋商；
4、一季度全国新设经营主体509.8万户；
5、外资加速布局中国服务业；
6、一季度我国水电清洁能源基地建设全面提速；
7、前4个月全国铁路完成固定资产投资2008亿元；
8、2025年我国新发现大中型矿产地200处；
9、全国春灌已全面展开；
10、多元化文旅场景赋能入境游提质扩容；
11、国务院新闻办举行“新征程上的奋斗者”中外记者见面会；
12、我国2025年药品注册申报和审结数量均创历史新高；
13、2025年全国林草种苗质量抽检情况公布；
14、“义新欧”中欧班列前4个月出口增长超20%；
15、四川盆地发现超深层千亿方级页岩气田；
16、引江济淮工程阶段验收工作全面完成；
17、2026电影票房突破140亿元；
18、国际社会期待中美元首会晤引领中美关系平稳前行 惠及世界；
19、日本民众集会抗议高市政权“扩军”修宪等危险动向；
20、黎总统指责以袭击破坏缓和局势努力；
21、英工党内部就首相去留分歧严重；
22、日本10年期国债收益率升至近30年新高。",cls,20:28:23
美国4月PPI同比增长6% 为2022年12月以来新高 超市场预期,【美国4月PPI同比增长6% 为2022年12月以来新高 超市场预期】财联社5月13日电，美国4月PPI同比增长6%，为2022年12月以来新高，预期4.9%，前值由4.00%修正为4.3%；4月PPI环比增长1.4%，为2022年3月以来新高，预期0.5%，前值由0.50%修正为0.7%。,cls,20:30:47
,财联社5月13日电，美股期指短线走低，截至目前，道琼斯指数期货跌0.47%，标普500指数期货跌0.02%，纳斯达克100指数期货涨0.52%。,cls,20:31:15
,财联社5月13日电，美国10年期国债收益率在PPI数据公布后走高，最新上涨1.5个基点，报4.487%。,cls,20:31:37
,财联社5月13日电，美国4月扣除食品和能源的最终需求PPI较前月上升1.0%，市场预估为增长0.3%，2月为上升0.1%。,cls,20:31:56
,财联社5月13日电， 美国4月扣除食品、能源和贸易的最终需求PPI较上年同期上升4.4%。,cls,20:32:18
