title,content,source,pub_time
,财联社5月13日电，美国10年期国债收益率在PPI数据公布后走高，最新上涨1.5个基点，报4.487%。,cls,20:31:37
,财联社5月13日电，美国4月扣除食品和能源的最终需求PPI较前月上升1.0%，市场预估为增长0.3%，2月为上升0.1%。,cls,20:31:56
,财联社5月13日电， 美国4月扣除食品、能源和贸易的最终需求PPI较上年同期上升4.4%。,cls,20:32:18
,财联社5月13日电，美元指数在PPI数据公布后延续涨势，最新上涨0.26%，报98.58点。,cls,20:32:28
,财联社5月13日电，美国4月扣除食品和能源的最终需求PPI较上年同期上升5.2%，市场预估为增长4.3%。,cls,20:34:12
,财联社5月13日电，美国30年期国债收益率达到5.045%，为自7月以来最高值。,cls,20:35:45
,财联社5月13日电，STOXX欧洲600指数抹去涨幅，呈平盘状态。,cls,20:38:12
比特币跌至8万美元下方,【比特币跌至8万美元下方】财联社5月13日电，行情显示，比特币跌至79892美元，过去24小时内跌1.34%；以太坊跌至2275.07美元，过去24小时内跌0.76%。,cls,20:39:27
,财联社5月13日电，阿里巴巴高管称，预计阿里巴巴云业务在接下来的1至2个季度内将实现显著更高的毛利润率。,cls,20:41:04
山东赫达：澄清实控人减持、质押及美国工厂等不实传闻,【山东赫达：澄清实控人减持、质押及美国工厂等不实传闻】财联社5月13日电，山东赫达(002810.SZ)公告称，公司关注到网络平台有关公司的不实传闻，包括实控人毕于成家族紧急减持、股权质押爆仓、资产注入终止、董事长被调查及美国工厂出问题等。经核实，公司实际控制人毕心德及其一致行动人毕于东、毕文娟合计持股39.75%，自上市以来除2021年、2019-2020年减持外无其他减持，目前无减持计划；其股票质押已于2023年6月全部解除，目前无质押；未披露或实施个人资产注入计划。截至本公告披露日，公司董事长毕于东正常履职，近期不存在接受行政机关或司法机关等公权力机关的调查、谈话或被要求协助调查、被采取留置等强制措施的异常情形。美国工厂项目正常推进，预计2026年投产。公司经营正常，无应披露未披露重大事项。,cls,20:41:43
,财联社5月13日电，沙特阿拉伯向欧佩克报告称，其原油产量上个月进一步崩溃，降至自1990年以来的最低水平。,cls,20:43:17
