title,content,source,pub_time
,财联社5月18日电，俄罗斯第一季度经常账户盈余初步数据扩大至122亿美元。,cls,21:03:44
李强在北京调研时强调 推动人工智能与先进制造业深度融合 加快培育塑造经济发展新动能新优势,"【李强在北京调研时强调 推动人工智能与先进制造业深度融合 加快培育塑造经济发展新动能新优势】中共中央政治局常委、国务院总理李强5月18日在北京调研。他强调，要深入贯彻落实习近平总书记关于发展新质生产力、建设现代化产业体系的重要论述和指示精神，推动人工智能与先进制造业深度融合，坚持创新发展，突出应用导向，积极促进智能机器人迭代升级，大力推进人工智能全方位、深层次赋能制造业，加快培育塑造经济发展新动能新优势。

李强先后来到北京人形机器人创新中心有限公司、小米汽车科技有限公司，听取智能机器人技术创新和产业发展介绍，察看企业研发成果和产品在不同场景下的应用展示，走进生产车间了解智能制造、质量检测等情况。李强指出，智能机器人综合集成大模型、高端制造、新材料等新技术，是人工智能和先进制造业融合发展的重要载体。近年来，我国智能机器人技术加速迭代升级，在经济社会各行业各领域日益得到广泛应用。要持续强化基础研究、关键核心技术攻关和前沿技术探索，打造技术创新和产业服务平台，高水平建设数据训练场，加快整机产品、关键零部件、智能决策与控制系统等创新突破，为智能机器人产业高质量发展提供有力支撑。李强强调，科技的生命力在于应用。智能机器人产业发展空间广阔，要发挥我国市场规模超大、产业链条完整、应用场景丰富等优势，用好大规模设备更新、首台套装备等支持政策，鼓励政府部门、国有企业等开放场景，促进新技术新产品中试验证，支持智能机器人在确保安全前提下加快规模应用，在实践中不断发现问题、解决问题、改进提升。

李强指出，当前人工智能加速与先进制造业深度融合，正深刻改变生产制造模式和产业形态。要深入实施制造业领域“人工智能+”行动，改造提升传统产业，不断壮大新兴产业，努力培育未来产业。要加快发展新一代智能制造，强化标准引领、人才支撑、安全保障，支持行业大模型和智能体开发应用，鼓励研发新一代智能装备和产品，加强软硬件适配，分类推进重点行业数智化转型，发展赋能应用服务商，促进产业体系实现整体跃升。李强强调，企业是推动产业变革的主力军，要充分发挥企业创新主体作用，支持更多企业加大研发投入，加强产学研协同攻关，推进研发设计、生产制造、运营管理、售后服务等全流程智能化升级，打造智能产品、智能服务新业态新模式，更好引领产业转型升级、满足群众生活需要。

尹力、吴政隆陪同调研。 (新华社)",cls,21:08:09
华为董事侯金龙：全球AIDC装机规模将持续突破,【华为董事侯金龙：全球AIDC装机规模将持续突破】财联社5月18日电，华为董事、华为数字能源总裁侯金龙日前在2026全球AIDC产业论坛上表示，人工智能产业的快速发展与大模型、海量智能体的规模化落地，正带来巨大的用能需求，全球AIDC（人工智能数据中心）装机规模将持续突破。他指出，算力的尽头是电力，能源是人工智能长远发展的根基。AIDC本质是算力生产系统，交付速度与业务收益和投资回报密切相关。推动AIDC高质量可持续发展，电力保障是关键；实现长期高可靠稳定运行，要提升电网友好性；要适配算力的超高密度承载，推动供电架构向高压化、直流化、电力电子化升级是关键。此外，液冷已成为超高密算力的必选，需要注重高可靠的液冷解决方案和全生命周期智能运维。 (国是直通车),cls,21:12:07
,财联社5月18日电，‌英国国民西敏寺银行‌（NatWest）承诺在未来十年内向英格兰北部地区发展投入200亿英镑。,cls,21:13:44
,财联社5月18日电，据伊拉克石油部消息，伊拉克4月份原油出口量为988.4万桶。,cls,21:13:49
,财联社5月18日电，美国道明尼资源公司首席执行官预计标准普尔将在收盘时对其评级进行上调。,cls,21:19:45
,财联社5月18日电，道明尼能源高管在电话会议上表示，与NextEra能源合并后，合并后的公司预计2027年至2032年期间每年资本支出将达到590亿美元。,cls,21:26:20
,财联社5月18日电，据报道，人工智能软件初创公司Decart融资3亿美元，估值接近40亿美元。,cls,21:27:51
印度首都或将遭遇45摄氏度高温,【印度首都或将遭遇45摄氏度高温】财联社5月18日电，据印度气象局预报，印度首都新德里19日和20日将遭遇热浪，部分地区日间最高气温可能达到45摄氏度。印度气象局已发布“高温黄色预警”，提醒当地居民采取一切必要的预防措施，并密切关注天气变化情况。 (新华社),cls,21:28:26
港股IPO：广东金晟新能源递表港交所,【港股IPO：广东金晟新能源递表港交所】财联社5月18日电，利弗莫尔证券显示，广东金晟新能源股份有限公司向港交所提交上市申请书，联席保荐人为中金公司、招银国际。,cls,21:28:55
世界卫生大会连续第十年拒绝涉台提案,【世界卫生大会连续第十年拒绝涉台提案】当地时间18日，第79届世界卫生大会决定，拒绝将个别国家提出的所谓“邀请台湾以观察员身份参加世卫大会”的提案纳入大会议程。这是世卫大会连续第十年拒绝涉台提案。 (央视新闻),cls,21:29:45
【风口研报·公司】AI算力的关键环节，公司作为先进封装大陆龙头，国内市占率已超80%，募投产能释放后有望进一步保持领先身位；另有公司拟扩产至近4万PFLOPS，有望贡献第二业绩增长曲线,"①AI算力的关键环节，公司作为先进封装大陆龙头，国内市占率已超80%，募投产能释放后有望进一步保持领先身位；
②算力租赁供给短缺持续，公司拟扩产至近4万PFLOPS，叠加全AI精品短剧即将上线，有望贡献第二、第三业绩增长曲线。",cls,21:29:49
伊朗披露穆杰塔巴受伤细节,【伊朗披露穆杰塔巴受伤细节】据伊朗学生通讯社18日报道，伊朗卫生部一名官员说，伊朗最高领袖穆杰塔巴在美国和以色列对伊战事首日受伤，但并未受重伤。报道说，伊朗卫生部公共关系与信息中心负责人日前表示，穆杰塔巴受伤后被送到医院，他身上有多处伤口，但并未导致面容损毁或肢体伤残。穆杰塔巴接受了缝合处理，其中包括腿部伤口。 (新华社),cls,21:30:31
航行警告 渤海军事演习,【航行警告 渤海军事演习】财联社5月18日电，据中国海事局网站消息，葫芦岛海事局发布航行警告，5月19日4时至8时，渤海部分海域进行军事演习，禁止驶入。,cls,21:31:21
美股纳指高开0.2% 芯片股反弹,【美股纳指高开0.2% 芯片股反弹】财联社5月18日电，美股开盘，纳指涨0.23%，标普500指数涨0.1%，道指涨0.04%。芯片股反弹，英伟达涨1.9%，英特尔涨超5%，美光科技、高通、AMD涨超4%，恩智浦涨超2%，闪迪、阿斯麦涨超1%。,cls,21:31:33
利弗莫尔中概股龙头指数盘初下跌0.5%,【利弗莫尔中概股龙头指数盘初下跌0.5%】财联社5月18日电，利弗莫尔中概股龙头指数盘初下跌0.5%，报9979.75点。成分股中，理想汽车跌9.72%，再鼎医药跌5.73%，贝壳跌3.82%，日月光投控跌3.67%，小马智行跌2.29%。,cls,21:32:46
费城半导体指数开盘上涨1.3%,【费城半导体指数开盘上涨1.3%】财联社5月18日电，费城半导体指数开盘上涨1.3%。英伟达股价上涨1.13%，台积电股价上涨0.2%，博通股价下跌1.31%，美光科技股价上涨3.86%，超威半导体股价上涨3.04%，阿斯麦股价上涨0.6%。,cls,21:34:21
吴通控股：新能源CCS及软硬连接产品领域开始批量发货 逐步成为新的增长点,【吴通控股：新能源CCS及软硬连接产品领域开始批量发货 逐步成为新的增长点】财联社5月18日电，吴通控股(300292.SZ)在业绩说明会上表示，在运营商网络建设投资持续减少的不利局面下，物联科技努力稳固通信底盘，新能源CCS及软硬连接产品领域开始批量发货，正在逐步成为公司未来新的增长点。公司子公司物联科技生产光纤跳线、预端接光缆、MPO/MTP跳线、光分路器等光纤连接产品，主要客户为通信设备商和集成商，相关产品已广泛应用于无线接入、FTTX、ODN等通信领域，与英伟达和谷歌没有业务合作。,cls,21:34:37
中航西飞：目前在商业航天领域的收入占整体营业收入的比例较小,【中航西飞：目前在商业航天领域的收入占整体营业收入的比例较小】财联社5月18日电，中航西飞在互动平台表示，公司聚焦航空主业，主要从事军用大中型运输机、轰炸机、特种飞机整机、军民用航空零部件产品的研发、制造、销售、维修与服务，暂未开展机器人生产；在商业航天方面，依托航空制造工艺、精密加工、结构件制造等技术积累，积极开展商业航天相关零部件的技术预研与配套探索，目前在商业航天领域的收入占整体营业收入的比例较小，对公司经营业绩无重大影响。,cls,21:34:57
北京开展网络食品虚假宣传专项整治 划定三大类行为红线,【北京开展网络食品虚假宣传专项整治 划定三大类行为红线】财联社5月18日电，北京市市场监管局近日在全市范围内组织开展网络食品销售虚假宣传专项整治行动，聚焦网络食品销售全链条，严厉打击各类虚假宣传违法行为，规范网络食品经营秩序。本次专项整治明确虚假商业营销、虚假违法广告、平台及直播相关违法行为三大类行为红线，覆盖第三方电商平台、社交平台、直播平台、短视频平台、自建网站、小程序、应用程序等各类网络经营主体，同时压实平台企业、入网食品销售者、直播间运营者、直播营销人员及服务机构、广告主、广告经营者、广告发布者、广告代言人等全链条各环节主体责任，要求各类经营主体严格遵守法律法规规定，不得触碰法律红线。,cls,21:35:11
,【吴通控股：新能源CCS及软硬连接产品领域开始批量发货 逐步成为新的增长点】吴通控股(300292.SZ)在业绩说明会上表示，在运营商网络建设投资持续减少的不利局面下，物联科技努力稳固通信底盘，新能源CCS及软硬连接产品领域开始批量发货，正在逐步成为公司未来新的增长点。公司子公司物联科技生产光纤跳线、预端接光缆、MPO/MTP跳线、光分路器等光纤连接产品，主要客户为通信设备商和集成商，相关产品已广泛应用于无线接入、FTTX、ODN等通信领域，与英伟达和谷歌没有业务合作。,sina,2026-05-18 21:35:01
,纽约期银日内涨1%，现报78.33美元/盎司。,sina,2026-05-18 21:34:54
,【费城半导体指数开盘上涨1.3%】费城半导体指数开盘上涨1.3%。英伟达股价上涨1.13%，台积电股价上涨0.2%，博通股价下跌1.31%，美光科技股价上涨3.86%，超威半导体股价上涨3.04%，阿斯麦股价上涨0.6%。,sina,2026-05-18 21:34:34
,在线教育平台Coursera宣布推出规模为5亿美元的股票回购计划后，其股价上涨5%。,sina,2026-05-18 21:34:03
,ROCKET LAB股价上涨11%，创历史新高；INTUITIVE MACHINES股价上涨13%。,sina,2026-05-18 21:33:34
,BIO-RAD股价飙升11%，创下8月以来最大单日涨幅。,sina,2026-05-18 21:33:26
,福特股价上涨1.6%，此前福特能源与法国电力北美电力解决方案宣布达成框架协议。,sina,2026-05-18 21:33:14
,美股盘初，主要行业ETF涨跌不一，半导体ETF涨1.45%，全球科技股指数ETF涨1%，能源业ETF跌0.4%。,sina,2026-05-18 21:33:04
,【小摩：本月美债收益率的大幅上升或已接近峰值】本月美国国债收益率的大幅上升可能已接近峰值。摩根大通的分析师表示：“我们不再认为风险倾向于更高的收益率。”他们表示：“货币市场定价的政策结果比我们的基本情景更为鹰派，且估值已出现回调。”据CME数据，市场大多预计美联储将维持利率不变，但加息的可能性也在增加。长期债券看起来估值较低。摩根大通表示：“我们认为，这种看跌的重新定价为增加久期提供了机会。”,sina,2026-05-18 21:32:43
,【印度首都或将遭遇45摄氏度高温】据印度气象局预报，印度首都新德里19日和20日将遭遇热浪，部分地区日间最高气温可能达到45摄氏度。印度气象局已发布“高温黄色预警”，提醒当地居民采取一切必要的预防措施，并密切关注天气变化情况。（新华社）,sina,2026-05-18 21:32:07
,纳斯达克中国金龙指数跌超0.5%，理想汽车跌9.72%，小牛电动跌6.34%，再鼎医药跌6.27%，海天网络跌5.30%，贝壳跌3.63%。,sina,2026-05-18 21:32:07
,阳狮集团将以22亿美元收购LiveRamp，LiveRamp股价暴涨27.4%。,sina,2026-05-18 21:32:04
,LIVERAMP股价开盘上涨28%，创下自2000年10月以来最大盘中涨幅。,sina,2026-05-18 21:31:48
,【航行警告 渤海军事演习】据中国海事局网站消息，葫芦岛海事局发布航行警告，5月19日4时至8时，渤海部分海域进行军事演习，禁止驶入。,sina,2026-05-18 21:31:33
,ServiceNow股价上涨3.5%；美银全球研究恢复对该股的覆盖，给予买入评级。,sina,2026-05-18 21:31:20
,DUST：融资4000万美元，用于开发企业内部人工智能多玩家系统。,sina,2026-05-18 21:31:10
,再生元公司股价开盘下跌11%，因皮肤癌数据令人失望。,sina,2026-05-18 21:31:01
,【美股开盘：三大股指齐涨】道指涨0.00%，标普500指数涨0.10%，纳指涨0.11%。道明尼资源涨9.74%，回声星通信涨6.31%，英特尔涨5.11%，美光涨4.10%，现在服务涨3.57%。“七姐妹”方面：英伟达涨1.91%，苹果跌0.02%，谷歌跌0.37%，亚马逊跌0.57%，特斯拉跌0.71%，微软跌1.04%，Meta Platforms跌1.60%。,sina,2026-05-18 21:30:45
,【百度高管：目前国产AI芯片的短期挑战在于产能和供应链】在财报业绩会上，百度高管表示，目前国产AI芯片的短期挑战在于产能和供应链，其需求增长大于供应。国产AI芯片发展仍处于早期，在一些前沿训练场景仍在追赶国际先进芯片。昆仑芯给予百度较大的空间来优化成本，相信未来云计算长期的利润会有所改善。（科创板日报）,sina,2026-05-18 21:30:18
