title,content,source,pub_time
【风口研报·洞察】AIDC燃气发电产能趋于饱和，SOFC（燃料电池）发电规模化应用有望加速，国内相关设备及零部件厂商有望受益；科技行情是否结束,①科技行情是否结束；②AIDC燃气发电产能趋于饱和，SOFC（燃料电池）发电规模化应用有望加速，国内相关设备及零部件厂商有望受益；③今日全市场机构研报共发布224篇，黑猫股份评级得到上调，10家公司获得首度覆盖，其中美凯龙获新财富分析师深度覆盖；④在个股机构关注度排行中，锦波生物首次上榜，前五名依次为百济神州>伊利股份>京沪高铁>美的集团>锦波生物。,cls,21:58:50
美股AI应用软件股普涨,【美股AI应用软件股普涨】财联社5月18日电，美股AI应用软件股普涨，Zeta Global、Roblox涨超8%，ServiceNow涨超6%，拓展科技软件行业ETF涨近1%，本月累涨10%。,cls,21:59:03
,财联社5月18日电，美国众议院议员提议每年征收130美元的电动汽车费用，以帮助支付道路维修费用。,cls,21:59:20
,财联社5月18日电，美国5月份NAHB住宅建筑商指数升至37，预估34。,cls,22:00:23
【公告全知道】光通信+PCB+机器人+液冷+铜缆+数据中心！公司与光模块配套使用的224G产品已批量出货,①光通信+PCB+机器人+液冷+铜缆+数据中心！这家公司与光模块配套使用的224G产品已批量出货且液冷产品进入英伟达等全球顶级AI算力平台供应链；②光通信+AI算力+机器人+数据中心+商业航天！这家公司LCP树脂产品批量供应AI算力头部客户；③机器人+减速器！公司批量供货全球协作机器人龙头企业。,cls,22:02:04
小米汽车为第二品牌“寻天”引入新的电池供应商,【小米汽车为第二品牌“寻天”引入新的电池供应商】财联社5月18日电，小米汽车旗下首款增程车型，不仅将启用新品牌、搭建独立销售渠道和运营体系，还要引入全新的电池供应商。记者从多位信源处获悉，小米汽车在昆仑车型上引入新电池供应商——中创新航。小米第三款车型的电池定点，在2024年年初敲定，当时首选的电池供应商是欣旺达，之后才确定中创新航为二供。目前，从小米给供应商的供应配额上来看，欣旺达的电池供应比例占60%，中创新航占40%。近期，小米汽车也证实了此前曝光的昆仑车型将独立为子品牌“寻天”（SKY NOMAD）。该新品牌主要聚焦家用、增程SUV市场，与小米主品牌的纯电、科技、性能标签形成明确切割。 (21世纪经济报道),cls,22:02:44
,财联社5月18日电，上交所杭州云深处科技股份有限公司IPO审核状态变更为已受理。,cls,22:03:35
英国首相称不会辞职,【英国首相称不会辞职】财联社5月18日电，据英国天空新闻频道报道，英国首相斯塔默18日在接受采访时说，他不会辞职，仍计划参加下次英国大选。 (新华社),cls,22:08:01
云深处2025年净利润2868万元 本次IPO拟融资25.03亿元,【云深处2025年净利润2868万元 本次IPO拟融资25.03亿元】财联社5月18日电，杭州云深处科技股份有限公司科创板首次公开发行股票招股说明书显示，公司2025年度营业收入为3.4亿元，2024年为1.03亿元，最近三年累计研发投入占最近三年累计营业收入的比例为31.52%；2025年归属于母公司所有者的净利润2868.4万元，2024年净亏损1329.99万元。本次IPO融资金额25.03亿元，发行募集资金扣除发行费用后，将投资于具身算法及模型研发项目、机器人本体与解决方案研发项目、具身智能机器人产业化项目、具身智能机器人基地建设项目。,cls,22:12:01
,财联社5月18日电，阿达尼企业与美国财政部达成2.75亿美元和解协议。,cls,22:13:23
印尼军方接收法国“阵风”战斗机等大批装备,【印尼军方接收法国“阵风”战斗机等大批装备】财联社5月18日电，印度尼西亚总统普拉博沃18日代表政府向空军交付法国“阵风”战斗机等大批装备，并强调印尼必须持续提升防务能力。普拉博沃今年4月曾与法国总统马克龙举行会晤。据印尼政府发表的声明，双方表示将深化防务领域合作，包括采购国防装备和发展国防工业等。 (新华社),cls,22:14:41
【电报解读】国内首次！128通道全植入式脑机接口开启临床试验，机构称脑机接口技术是一项人机融合的桥梁技术，有望打开万亿市场空间，这家公司正推进与脑机接口企业的技术协同落地,国内首次！128通道全植入式脑机接口开启临床试验，机构称脑机接口技术是一项人机融合的桥梁技术，有望打开万亿市场空间，这家公司正推进与脑机接口企业的技术协同落地，另一家的产品可为脑机接口技术从理论走向实际应用筑牢根基。,cls,22:32:34
,财联社5月18日电，纳指跌幅扩大至0.36%的日内低点。,cls,22:33:18
伊朗消息称美方展现灵活性 伊方重申核心立场,【伊朗消息称美方展现灵活性 伊方重申核心立场】财联社5月18日电，一位伊朗高级消息人士称，美国在允许伊朗在国际原子能机构的监督下维持有限的和平核活动方面展现了灵活性。但在伊朗被冻结资产的问题上，华盛顿只同意按照分阶段的时间表解冻其中四分之一的资产。消息人士表示，伊朗希望美国重新考虑针对以上问题的相关立场。该消息人士称，伊朗在其新提案中再次强调结束战争、重新开放霍尔木兹海峡以及解除海上制裁的要求。消息还称，伊朗核计划和铀浓缩等问题仍然是美伊谈判中最棘手的部分，已被推迟到后续几轮谈判中讨论。 (央视新闻),cls,22:34:08
,财联社5月18日电，META表示，正在推出新型人工智能眼镜的新功能，旨在使其更加直观且无需手动操作。,cls,22:40:31
,财联社5月18日电，药明合联在港交所公告，公司董事会已决议动用最多1亿美元的内部资金，委托专业受托人按市价在公开市场购买公司股份。,cls,22:41:54
广西柳州部分地区出现塌陷坑 专家：系地震诱发岩溶次生地质灾害,【广西柳州部分地区出现塌陷坑 专家：系地震诱发岩溶次生地质灾害】财联社5月18日电，广西柳州市柳南区发生地震后，辖区池塘、道路等接连出现圆形地面塌陷坑，引发社会关注。经广西地质环境监测站专家实地勘察确认，此次塌陷为地震诱发的岩溶次生地质灾害，目前当地已排查发现三处塌陷点位。广西地质环境监测站专家现场勘测分析，太阳村镇属于典型岩溶地质发育地带，资料显示，在地震发生前这里曾发生过岩溶塌陷。受地震活动影响，引发地下岩溶空洞顶板土体失稳垮落，进而诱发本次地面塌陷次生地质灾害。此次出现的塌陷坑多呈圆形、椭圆形，形态规整，与岩溶塌陷典型地质特征高度吻合。经排查，三处塌陷点位分布明确：一处位于池塘内，其余两处分别位于镇区主干道及道路旁，整体险情态势清晰。据悉，目前当地已紧急启动应急处置工作，开展全域地质隐患排查与实时动态监测，紧盯塌陷区域有无扩张、新增隐患等情况。,cls,22:43:09
,财联社5月18日电，欧盟经济事务专员Dombrovskis表示，欧盟将下调经济增长预期，上调通胀预期。,cls,22:56:17
