title,content,source,pub_time
特朗普称阻止伊朗研发核武器“只是时间问题”,【特朗普称阻止伊朗研发核武器“只是时间问题”】财联社5月12日电，美国总统特朗普当地时间5月12日表示，与伊朗之间爆发的冲突无需急于解决。在接受采访时，特朗普称，伊朗正面临收入来源被切断的局面。特朗普还表示，他确信能够阻止伊朗研发核武器，称“这仅仅是时间问题。” (央视新闻),cls,22:10:51
柬埔寨表示不与泰国就海洋问题进行双边谈判,【柬埔寨表示不与泰国就海洋问题进行双边谈判】财联社5月12日电，柬埔寨代理国家元首、参议院主席洪森12日在社交媒体上发文表示，柬方不会与泰国就海洋问题进行任何双边谈判。洪森说，他提醒政府不要与泰国就海洋问题进行任何双边谈判，而应直接诉诸1982年《联合国海洋法公约》规定的机制，无需等待泰方的任何协议。他表示，柬方对泰方废除2001年签署的谅解备忘录感到遗憾，但也感谢泰方帮助柬方转向使用国际机制。泰国单方面废除谅解备忘录，瓦解了就重叠海洋权益进行双边谈判的框架。 (新华社),cls,22:11:07
,财联社5月12日电，据报道，超过100名英国议员签署声明支持首相斯塔默。,cls,22:12:48
海泰新光：TGV高强度镀铜技术是公司的储备技术,"【海泰新光：TGV高强度镀铜技术是公司的储备技术】财联社5月12日电，海泰新光(688677.SH)发布投资者关系活动记录表公告，在回答""目前全球都在关注玻璃基板TGV技术，但行业公认最难的环节是通孔内的金属化铜镀膜工艺。请问海泰在这一特定环节的技术壁垒如何？是否已经解决了台积电等一线大厂在这一领域遇到的工艺难题？公司是否有计划通过迅速扩大TGV产线以卡位2027年3.2T的爆发周期？""的问题时，公司表示，TGV高强度镀铜技术是公司的储备技术，针对玻璃表面及玻璃微孔内壁镀制超厚铜膜，开展新型镀膜技术研究，解决膜层厚度、均匀性和牢固度的技术难题。公司一直在从事金属镀膜，也注意到最新市场的需求和变化。",cls,22:13:28
匈牙利新一届政府正式成立,【匈牙利新一届政府正式成立】财联社5月12日电，匈牙利国会主席福斯特霍费尔宣布，随着新部长已完成任命，匈牙利新政府正式成立。新政府下设16个部，共有16名部长。当天早些时候，匈牙利总统舒尤克向16位部长颁发任命书。在今年4月12日举行的匈牙利国会选举中，毛焦尔·彼得领导的蒂萨党战胜欧尔班·维克托领导的执政联盟，获得199个议席中的141席，取得压倒性胜利。5月9日，匈牙利新一届国会宣告成立，福斯特霍费尔·阿格奈什当选国会主席，毛焦尔·彼得当选为总理，毛焦尔同日宣誓就职。 (央视新闻),cls,22:17:23
,财联社5月12日电，纽约市长马姆达尼在修订后的预算中取消了原定的纽约市房产税上调计划。,cls,22:18:31
【电报解读】我国成功发射千帆极轨09组卫星，机构看好海量商业发射需求持续释放下，行业迎来黄金发展窗口期，这家公司参与了宇航产品部件加工业务,我国成功发射千帆极轨09组卫星，机构看好海量商业发射需求持续释放下，行业迎来黄金发展窗口期，这家公司参与了宇航产品部件加工业务，另一家与蓝箭航天在朱雀二号方面有合作。,cls,22:23:19
,财联社5月12日电，LME伦铜涨幅扩大，现涨1.02%，最新报14085.275美元/吨。,cls,22:24:28
,财联社5月12日电，高通股价大跌8.5%，此前连续3日大涨。,cls,22:26:01
,财联社5月12日电，美股存储板块大幅回调，美光科技跌5.03%，闪迪跌7.09%，西部数据跌4.54%，希捷科技跌4.24%。,cls,22:27:34
,财联社5月12日电，英伟达股价回吐2%的涨幅，目前下跌0.1%，报219.230美元/股。,cls,22:30:00
