板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
人工智能,2.5,15,0,9,49,人工智能|大模型,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
算力,2.5,15,0,9,49,算力,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
机器人,2.5,15,0,9,49,机器人|人形机器人,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
新能源车,2.5,15,0,9,49,电池,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
光伏,2.5,15,0,9,49,光伏|储能,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
跨境出海,2.5,15,0,9,49,出海|一带一路,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实,【新思想引领新征程】向新向优 中国经济高质量发展步履坚实 习近平总书记指出，2026年是“十五五”开局之年，要锚定目标任务，坚定信心、乘势而上，扎实推动高质量发展。今年开年以来，在以习近平同志为核心的党中央坚强领导下，宏观政策靠前发力、应对
军工,-2.8,1,0,6,10,国防,十四届全国人大常委会第二十二次会议在京举行 审议社会救助法草案、农业法修订草案等 赵乐际主持,十四届全国人大常委会第二十二次会议在京举行 审议社会救助法草案、农业法修订草案等 赵乐际主持 十四届全国人大常委会第二十二次会议27日下午在京举行第一次全体会议。赵乐际委员长主持。会议听取了全国人大宪法法律委副主任委员袁曙宏作的关于监狱法修
新能源车,-4.0,3,0,8,23,动力电池|电池,【“十五五”开好局起好步】让河北高质量发展的动力更优 成色更好 湖北加快建成中部地区崛起重要战略支点,【“十五五”开好局起好步】让河北高质量发展的动力更优 成色更好 湖北加快建成中部地区崛起重要战略支点 近日，河北、湖北分别举行“开局起步‘十五五’”专题新闻发布会，围绕当地“十五五”规划纲要，全面解读《纲要》编制背景、总体思路、发展目标和重
低空经济,-1.2,0,0,2,3,无人机,稳面积 提单产 夯实粮食稳产丰产基础,稳面积 提单产 夯实粮食稳产丰产基础 当前，全国春耕生产进展顺利。各地抢抓农时，积极稳面积、提单产，为粮食稳产丰产奠定基础。当前，冬小麦苗情转化持续向好，长势和生育进程基本赶上常年。黄淮海地区冬小麦正在抽穗扬花，是病虫害防治关键期。各地积极
人工智能,-1.6,0,0,0,8,大模型,2026年度中国青年五四奖章暨新时代青年先锋奖评选结果揭晓,2026年度中国青年五四奖章暨新时代青年先锋奖评选结果揭晓 今天（4月27日），2026年度中国青年五四奖章暨新时代青年先锋奖评选结果揭晓。共青团中央、全国青联决定授予支德源、古再丽努尔·阿布拉、刘臣等29名同志中国青年五四奖章，授予上海“
低空经济,-0.3,0,0,1,0,通航,伊朗提出三阶段谈判框架 美媒称美国收到新谈判方案,伊朗提出三阶段谈判框架 美媒称美国收到新谈判方案 伊朗媒体今天（4月27日）报道称，伊朗已通过斡旋方向美国提出一项分三阶段推进的谈判框架，若美国接受这一方案，谈判即可恢复。第一阶段重点是结束美以侵略，确保战火不会在伊朗和黎巴嫩重燃。第二阶段
