板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
人工智能,0.0,3,0,6,6,人工智能,【新思想引领新征程】建设书香中国 构筑精神家园,【新思想引领新征程】建设书香中国 构筑精神家园 习近平总书记高度重视全民阅读，他指出，要提倡多读书，建设书香社会，不断提升人民思想境界、增强人民精神力量，中华民族的精神世界就能更加厚重深邃。在习近平总书记引领推动下，我国全民阅读活动持续深入
人工智能,3.7,5,0,1,5,人工智能,2025年我国知识产权发展成效显著,2025年我国知识产权发展成效显著 国务院新闻办公室今天（4月23日）下午举行新闻发布会介绍，2025年，我国持续加大知识产权保护力度，修改专利审查指南，完善人工智能专利审查标准，开展专利“按需审查”，加快构建数据知识产权保护规则。知识产权
军工,0.0,0,0,0,0,导弹|舰船,海军在多地举行活动 40多艘舰艇向公众开放,海军在多地举行活动 40多艘舰艇向公众开放 今天（4月23日），海军在22个城市同步举行舰艇开放活动，40多艘现役舰艇与公众见面，多型舰艇为首次面向公众开放，舰艇数量、型号均为历年来海军舰艇开放活动之最。此次面向公众开放的舰艇，不仅有052
人工智能,-0.2,0,0,0,1,AI,第139届广交会第二期今天开展,第139届广交会第二期今天开展 第139届广交会第二期今天（4月23日）开展。围绕“品质家居”这一主题，集中展示家居全产业链新产品、新技术、新设计，持续为全球贸易搭建高效对接平台。本期广交会展览面积51.5万平方米，设置展位2.5万个，涵盖
人工智能,-1.5,3,0,7,12,人工智能|AI,国内联播快讯,国内联播快讯 一季度消费品工业增加值增长5.1%今年一季度，消费品工业规上增加值同比增长5.1%，占全部规上工业的27.9%。以人民币计价的消费品制造业产品出口额占出口总值的17.7%。人工智能等新技术在电子、消费品行业应用加速拓展，无人机
低空经济,-1.5,3,0,7,12,无人机,国内联播快讯,国内联播快讯 一季度消费品工业增加值增长5.1%今年一季度，消费品工业规上增加值同比增长5.1%，占全部规上工业的27.9%。以人民币计价的消费品制造业产品出口额占出口总值的17.7%。人工智能等新技术在电子、消费品行业应用加速拓展，无人机
AI应用,-1.5,3,0,7,12,AI眼镜,国内联播快讯,国内联播快讯 一季度消费品工业增加值增长5.1%今年一季度，消费品工业规上增加值同比增长5.1%，占全部规上工业的27.9%。以人民币计价的消费品制造业产品出口额占出口总值的17.7%。人工智能等新技术在电子、消费品行业应用加速拓展，无人机
低空经济,-2.3,0,0,7,1,通航,伊朗要求美国取消海上封锁 美称结束冲突没有时间表,伊朗要求美国取消海上封锁 美称结束冲突没有时间表 针对美方21日宣布延长同伊朗的停火期限并等待伊朗提交方案的说法，伊朗总统佩泽希齐扬22日表示，伊朗欢迎对话与协议，并将继续坚持这一立场。他强调，美国违背承诺、实施封锁和发出威胁，是阻碍美伊真
军工,-2.3,0,0,7,1,国防,伊朗要求美国取消海上封锁 美称结束冲突没有时间表,伊朗要求美国取消海上封锁 美称结束冲突没有时间表 针对美方21日宣布延长同伊朗的停火期限并等待伊朗提交方案的说法，伊朗总统佩泽希齐扬22日表示，伊朗欢迎对话与协议，并将继续坚持这一立场。他强调，美国违背承诺、实施封锁和发出威胁，是阻碍美伊真
军工,0.7,2,0,1,5,国防,国际联播快讯,国际联播快讯 以军袭击黎南部 黎方救护车遭袭根据黎巴嫩公共卫生部和当地媒体22日的消息，以色列军队当天对黎巴嫩南部的车辆和民宅发动袭击，黎巴嫩红十字会赶赴现场转运伤员时，以军向救护车发动袭击，导致救援行动受阻。以军行动造成包括一名记者在内3
