板块,舆论分,正向词命中,负向词命中,中性词命中,宏观词命中,命中关键词,标题,新闻片段
人工智能,-6.1,4,0,21,19,人工智能,【新思想引领新征程】雄安新区努力建设新时代创新高地和推动高质量发展样板,【新思想引领新征程】雄安新区努力建设新时代创新高地和推动高质量发展样板 建设雄安新区是千年大计、国家大事。习近平总书记强调，牢牢把握雄安新区功能定位，努力建设新时代创新高地和推动高质量发展样板。沿着总书记指引的方向，九年来，雄安新区建设和发
国企改革,-6.1,4,0,21,19,央企,【新思想引领新征程】雄安新区努力建设新时代创新高地和推动高质量发展样板,【新思想引领新征程】雄安新区努力建设新时代创新高地和推动高质量发展样板 建设雄安新区是千年大计、国家大事。习近平总书记强调，牢牢把握雄安新区功能定位，努力建设新时代创新高地和推动高质量发展样板。沿着总书记指引的方向，九年来，雄安新区建设和发
人工智能,-1.2,5,0,14,10,人工智能,李强在四川调研,李强在四川调研 中共中央政治局常委、国务院总理李强3月30日至4月1日在四川调研。他强调，要深入贯彻落实习近平总书记关于绿色发展和建设能源强国的重要论述，坚持创新引领，发挥资源禀赋优势，着力推进新型电网建设，加快能源结构调整优化，为经济社会
新能源车,-1.2,5,0,14,10,电池,李强在四川调研,李强在四川调研 中共中央政治局常委、国务院总理李强3月30日至4月1日在四川调研。他强调，要深入贯彻落实习近平总书记关于绿色发展和建设能源强国的重要论述，坚持创新引领，发挥资源禀赋优势，着力推进新型电网建设，加快能源结构调整优化，为经济社会
光伏,-1.2,5,0,14,10,光伏|组件,李强在四川调研,李强在四川调研 中共中央政治局常委、国务院总理李强3月30日至4月1日在四川调研。他强调，要深入贯彻落实习近平总书记关于绿色发展和建设能源强国的重要论述，坚持创新引领，发挥资源禀赋优势，着力推进新型电网建设，加快能源结构调整优化，为经济社会
人工智能,-0.1,2,0,1,9,AI,【“十五五”新图景】民生保障从“有”向“优”不断升级,【“十五五”新图景】民生保障从“有”向“优”不断升级 “十五五”规划纲要提出，加大保障和改善民生力度，扎实推进全体人民共同富裕。未来五年，我国民生保障将从“有”向“优”不断升级，满足人民对美好生活的向往。上海普陀区这家银发商店，开业只有3个
机器人,-0.1,2,0,1,9,机器人,【“十五五”新图景】民生保障从“有”向“优”不断升级,【“十五五”新图景】民生保障从“有”向“优”不断升级 “十五五”规划纲要提出，加大保障和改善民生力度，扎实推进全体人民共同富裕。未来五年，我国民生保障将从“有”向“优”不断升级，满足人民对美好生活的向往。上海普陀区这家银发商店，开业只有3个
新能源车,-2.2,1,0,2,13,动力电池|电池,国内联播快讯,国内联播快讯 国务院安委办 应急管理部部署加强清明假期重点场所火灾隐患排查国务院安委办、应急管理部今天（4月1日）部署做好清明假期安全防范工作。要求各地区各部门落细公共安全领域管控措施，加强酒店民宿、老旧小区等重点场所火灾隐患排查，管控好野
低空经济,-2.4,0,0,6,3,无人机,美以称打击伊朗军工产业目标 伊朗称打击美以军事技术支持机构,美以称打击伊朗军工产业目标 伊朗称打击美以军事技术支持机构 美国和以色列对伊朗的军事行动今天（4月1日）进入第33天。伊朗红新月会3月31日说，伊朗多个非军事设施遭到美以空袭，包括位于伊斯法罕的钢铁公司、德黑兰省马拉德的居民区等。 据伊朗媒
军工,-2.4,0,0,6,3,军工|国防|导弹,美以称打击伊朗军工产业目标 伊朗称打击美以军事技术支持机构,美以称打击伊朗军工产业目标 伊朗称打击美以军事技术支持机构 美国和以色列对伊朗的军事行动今天（4月1日）进入第33天。伊朗红新月会3月31日说，伊朗多个非军事设施遭到美以空袭，包括位于伊斯法罕的钢铁公司、德黑兰省马拉德的居民区等。 据伊朗媒
军工,0.0,0,0,0,0,国防,西班牙称美以无权决定世界规则,西班牙称美以无权决定世界规则 西班牙国防大臣罗夫莱斯3月31日表示，美国和以色列对伊朗发动的单边、无正当理由、没有法律依据的侵略行为完全不可接受，当前中东冲突“处于国际法框架之外”，美国和以色列无权决定世界规则。据意大利媒体3月31日报道，
军工,2.7,4,0,1,5,战机,国际联播快讯,国际联播快讯 欧元区3月通胀率升至2.5%欧盟统计局3月31日公布的初步数据显示，欧元区3月通胀率按年率计算为2.5%，高于2月的1.9%。据统计，3月欧元区能源价格同比上涨4.9%。分析指出，中东战事推高能源价格。面对通胀压力，欧洲央行年
