title,content,source,pub_time
美股三大指数悉数转涨 费城半导体指数持续拉升,【美股三大指数悉数转涨 费城半导体指数持续拉升】财联社4月16日电，美股三大指数悉数转涨，费城半导体指数持续拉升，安森美半导体大涨10%，AMD、Coherent涨超5%，英特尔涨超4%，德州仪器涨近3%。,cls,23:24:33
,财联社4月16日电，美股罗素2000指数盘中涨0.2%，有望收于自1月以来的首个历史高点。,cls,23:27:28
周四欧洲股市收盘涨跌不一,【周四欧洲股市收盘涨跌不一】财联社4月16日电，欧洲股市收盘，斯托克600指数微跌0.05%。欧洲斯托克50指数跌0.04%，英国富时100指数涨0.25%，法国CAC40指数跌0.14%，德国DAX30指数涨0.42%，富时意大利MIB指数跌0.27%。,cls,23:31:31
俄官员：乌无人机若“借道”北约领空 俄方有权自卫,【俄官员：乌无人机若“借道”北约领空 俄方有权自卫】财联社4月16日电，俄罗斯联邦安全会议秘书绍伊古表示，乌克兰无人机“借道”芬兰和波罗的海国家领空袭击俄罗斯的情况“日益频繁”。绍伊古称，要么是西方防空系统“效率极低”，要么是这些国家蓄意开放领空，“即公然成为对俄侵略的共犯”。他进一步强调，后一种情况将适用《联合国宪章》第51条，即国家在遭受武装攻击时拥有不可剥夺的自卫权。 (央视新闻),cls,23:33:59
国际油价涨幅扩大3%,【国际油价涨幅扩大3%】财联社4月16日电，国际油价涨幅扩大，WTI原油期货价格涨2.78%，报93.830美元/桶；布伦特原油期货价格涨3.74%，报98.484美元/桶。,cls,23:34:57
特朗普：黎巴嫩与以色列将停火10天,【特朗普：黎巴嫩与以色列将停火10天】财联社4月16日电，美国总统特朗普16日说，黎巴嫩与以色列将于美国东部时间当天17时正式启动为期10天的停火。 (新华社),cls,23:43:08
,财联社4月16日电，布伦特原油期货涨幅扩大至4%，报98.822美元/桶。,cls,23:44:00
石脑油供应受阻引发医疗物资短缺 日本计划投放5000万只国家储备医用手套,"【石脑油供应受阻引发医疗物资短缺 日本计划投放5000万只国家储备医用手套】财联社4月16日电，日本政府4月16日宣布，将从5月起向市场投放5000万只国家储备医用手套，以应对因中东局势持续紧张、石脑油供应受阻引发的医疗物资短缺风险。石脑油是从原油中提炼的化工原料，是生产医用手套、注射器、导管、输液袋等关键医疗物资的基础材料。受中东战事延宕影响，相关原料采购难度上升，医疗物资供应承压。

日本政府估算，日本国内每月医用手套需求约为9000万只，此次拟先行投放的5000万只对应当前的市场缺口规模。政府计划于5月内建立配送体系，以缓解供需紧张、稳定市场预期。 (新华社)",cls,23:48:23
,财联社4月16日电，纳斯达克中国金龙指数涨幅扩大，现涨2.0%，最新报7210.59点。,cls,23:48:42
美国超微公司AMD涨近7% 股价创历史新高,【美国超微公司AMD涨近7% 股价创历史新高】财联社4月16日电，美国超微公司(AMD.US)周四涨近7%，报275.91美元，股价创历史新高。据悉，有分析认为，AMD将成为CPU需求爆发的最大受益者，其采用小芯片架构的EPYC「Turin」处理器产能供不应求。“过去6至9个月，需求增幅前所未有。”AMD数据中心业务负责人福里斯特·诺罗德称，短期内需求没有任何放缓或停止的迹象。投行KeyBanc分析师则表示，AMD EPYC服务器CPU今年全年产能近乎售罄，高端EPYC处理器交期已拉长至8-10周。,cls,23:49:51
