日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20260416,人工智能,18.9,高,000021,深科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000070,特发信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,000100,TCL科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000409,云鼎科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000536,华映科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000551,创元科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000555,神州信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,000700,模塑科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000702,正虹科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000707,双环科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000727,冠捷科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000733,振华科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000777,中核科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000790,华神科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000818,航锦科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000901,航天科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000920,沃顿科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000925,众合科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000930,中粮科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000948,南天信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,000969,安泰科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000973,佛塑科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,000977,浪潮信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,000988,华工科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001207,联科科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001211,双枪科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001223,欧克科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001229,魅视科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001231,农心科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001256,炜冈科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001259,利仁科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001266,宏英智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,001269,欧晶科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001278,一彬科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001283,豪鹏科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001301,尚太科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001308,康冠科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001311,多利科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001314,亿道信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,001324,长青科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001335,信凯科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001336,楚环科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001339,智微智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,001379,腾达科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001380,华纬科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001389,广合科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001396,誉帆科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,001400,江顺科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002006,精工科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002031,巨轮智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,002063,远光软件,智能|软件|科技|信息
20260416,人工智能,18.9,高,002065,东华软件,智能|软件|科技|信息
20260416,人工智能,18.9,高,002066,瑞泰科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002080,中材科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002090,金智科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002093,国脉科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002097,山河智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,002102,能特科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002112,三变科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002123,梦网科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002132,恒星科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002140,东华科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002148,北纬科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002153,石基信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,002157,正邦科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002178,延华智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,002185,华天科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002195,岩山科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002202,金风科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002222,福晶科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002232,启明信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,002250,联化科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002261,拓维信息,智能|软件|科技|信息
20260416,人工智能,18.9,高,002279,久其软件,智能|软件|科技|信息
20260416,人工智能,18.9,高,002281,光迅科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002291,遥望科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002296,辉煌科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002313,日海智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,002315,焦点科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002326,永太科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002331,皖通科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002337,赛象科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002362,汉王科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002369,卓翼科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002373,千方科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002409,雅克科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002420,毅昌科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002421,达实智能,智能|软件|科技|信息
20260416,人工智能,18.9,高,002436,兴森科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002442,龙星科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002444,巨星科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002453,华软科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002459,晶澳科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002474,榕基软件,智能|软件|科技|信息
20260416,人工智能,18.9,高,002514,宝馨科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002516,旷达科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002540,亚太科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002544,普天科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002552,宝鼎科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002562,兄弟科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002564,天沃科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002577,雷柏科技,智能|软件|科技|信息
20260416,人工智能,18.9,高,002590,万安科技,智能|软件|科技|信息
